都老都喜欢看长腿跳舞 喜欢听低音炮唱歌 ​​​
最近的存图 ​​​
分割比例mark
mark//@乔乔eureka:确实，没有野心和带学生压力的社科人，tenure后完全可以自娱自乐，做感兴趣且无所谓发在哪里的研究（我经济史的小师叔直接跑去投历史学和组织行为的杂志了//@翼尖小翅:需要拿钱养人养项目的学科一刻不敢停歇、以写文章为目标的学科则不迫在眉睫地存在这种手停口停的压力。
哈哈哈哈//@JosieGeller:哈哈哈哈//@我又有一些真知灼见:哈哈哈哈哈哈哈//@阿瑞呀:豆豆眉//@M大王叫我来巡山:小宝贝怎么有两幅面孔//@真十内:？//@还是一碗泡面:哈哈哈 //@诛砂:该说复古还是时尚啊？//@全知全能猫:谁眼小？谁眼小？？//@梁大白的幸福生活:啊，哈哈哈哈哈，这猫长得怪有意 ...展开
哈哈哈哈哈哈//@tyee_feli:哈哈哈哈哈哈
//@荆豆地:这何尝不是另一种神之一手
怎么会什么都不想表达了呢？觉得说什么都觉的不够、又觉得太过。我需要在黄土高原待一段时间，让带着沙石泥土的大风带走我脑袋里的柳絮，留下那些经得起检验的东西。 ​​​
//@找不着鹿://@推拿熊://@随便改个什么名儿吧://@Lensbaby:地狱开局但
美死我了
p2太美了！
看太阳下山，看那种一点一点消失、一点一点燃尽的炽热和光亮，感觉很无力，居然很想哭。 ​​​
需要给挑战下个操作性定义 ​​​
转发
🥸//@找不着鹿:👉//@虎掰掰:兴趣已经被短视频打碎，几十秒弄懂一个宏大命题，简明扼要，图文并貌，觉得自己收获了很多，继续划动手指，像上帝一样俯视人类文明，这是赛博文盲处于这个时代的志得意满。
突然很激动
happy世界摄影日//@WhatAhaveSeen:听说今天是世界摄影日，来捞一下这条。在马塞马拉待了10天，遇到了很多有趣的瞬间，之后会慢慢整理出来。这一条是在马塞马拉的最后一天希望用当地ip发出来的，在这片大地上看到生命们。
关注了太多观点型博主，微博首页变得好凝重。刷微博也不快乐了😫 ​​​
清照片mark ​​​
p1是真实恐怖片
好尖锐//@轱辘咕噜锤:Repost
太美
周五，结束工作。心情极好，散开头发，骑着自行车前往地铁站，头发随着骑行上下波动，高层次的发型、一簇一簇的发尾在橘黄色的灯光下的影子像热血漫。听人间萤火，轻快洒脱但不够欢乐。那最近最欢乐的歌是什么？好像是孙燕姿的超快感。可是觉得有些锋利。于是搜索了amier的sweetest one，借着评论区的 ​​​ ...展开
很有意思//@严艺家:对“有意义”的自我牺牲式追随往往藏着一个更大的心愿：我希望可以被不计回报地对待，如果没有那样的待遇，那不如就自己去成为那样一个人。“崇高”的另一面是“献祭”。
p2有意思
妈呀 手机也可以！//@卞雅纯: 手机 //@RebaShen: 老师，可以问一下拍照设备吗
我是怎么把那么多书辛辛苦苦运到家里然后不看的？ ​​​
享受过去的创作，也要创作给未来。看不定式大连期，看到xy小姐姐哭也哭了…… ​​​
//@我是饭恩:Repost
导演两个字，好想靠近，却又觉得远观是尊敬。 ​​​
给我妹看了童年超爱的动漫 ​​​
最近很爱看不定式，每次看完都会从内心深处激发很大的动力，看到xy小姐姐带的卡通表，被种草了。 ​​​
哈哈哈哈笑死//@晚风在树林里失眠:哈哈哈哈哈哈哈哈
红警大战 Q版泡泡堂//@烦了改个名字:警察抓小偷//@广州城堡堡主:你们真是太年轻啊，听过三角洲部队和happysky吗？//@张洲:传奇和石器时代
好想一辈子读书学习//@诗人不再沉吟:不能再同意。如果抛弃那些“功利性”的因素，学习本身是多么有意思的事情。
混乱朦胧弥散地铁人群清晰突然变化 ​​​
转发
清晨。准备早饭的母亲，起得有点晚紧忙洗漱的父亲，还有点起床气闭着眼睛穿衣服的孩子。还没全亮的天空，淅淅沥沥的雨点，简简单单的幸福。 ​​​
mark
🥹//@吃飽飽準備上課:😭
借由微博可以窥见那年今日的想法与感受。回望过去发觉自己走了这么多路。原来曾经以为天大的事可以一笑置之，原来可以牵动情绪的人可以毫无感觉。多少往事烟雨中，多少行人匆匆路过。//@杨絮飘飘Bright://@我开心比苦恼多:很喜欢那年今日//@M大王叫我来巡山:有时候蹦出来真的好怀念//@李撕咬:// ...展开
可爱死了
数次汗毛竖起
小岛🥹🥹高中时的精神寄托地，希望未来能以更成熟的姿态见到你
喜欢
p1太帅了！
我坚定地走我要走的道路，不是因为有人陪我，不是因为有人走在我前面，是因为这是我自己真正决定要走的道路🥹🥹🥹
环境的塑造作用！我感受到了🥹 ​​​
好喜欢//@tyee_feli:其实是在俺们村口随便吃了个沙县小吃
浪花退去，才能看见谁在裸泳。但是，为什么要让这里有一个时间间隔？或许是人性本身的阴暗面。可是人的生命也只是一个相对较大的时间间隔。这样似乎显得太局限和不公平了。
在整理文件，看到了许多本科期间的笔记。是很失望的感受，对本科教育失望。许多课、许多课、许多课，不需要我做这样的思维导图，不需要我按照最基本的学习方法去积淀知识，只需要我问师兄师姐考试特点、寻找往届真题、让老师觉得我很认真。有记忆十分深刻的两门课，都熬夜复习了很久，可是其中一门出的 ​​​ ...展开
情绪消耗真的很累人。今天上午看视频触发情绪，哭了半个小时就感觉好累。之前实习，不知道为什么那段时间为什么很累，比咨询前半程都累。后面才发现是因为加入了咨询这个业务。全神贯注，动用脑袋和心灵去听别人讲话真的太消耗精力心力了。 ​​​
简单的图片和纪实的记录居然让我如此感动🥲
生日快乐🎈//@Hillwer_: 太有心了 查看图片
这是一件需要智慧的事情😾//@李鲆: 要努力让自己变得更好，也要接受不能更好的自己。缺失任何一端，都会走向虚无主义。
