#九三盛大阅兵# 阅兵很好看，新式的高级武器虽然看不懂，但人型方阵走得又整齐又好看，充满朝气，感觉每次看阅兵就是一次全国人民的福利。但是既然是抗战胜利日阅兵，国军在抗战中的贡献应该也如实表达就好了，虽然我知道，做到这一点不是那么容易。 ​​​
不知是不是真的有用，但看上去都是好建议～
我们这儿大学新村有一对老人开煤气自杀，结果管道老化泄漏引起失火，把周围邻居都烧了，男的死了，女的被救出来烧伤了，不配合治疗一个月后去世了。儿子赶来收拾残局，原本打算赔邻居，发现损失太大了，就听律师的让法院判，把父母遗产全用作赔偿，但自己不往里添钱了，因为自己也要生活下去。
农村里的约定俗成家产传儿子，也是传给儿子儿媳这一家子的。女儿的话就与自己的老公一起继承公公婆婆的那份。这是建立在过去人人都结婚而且不离婚，女儿结婚后在夫家的村子生活一辈子的情况下。    农村里的老房子父母去世了儿子直接住就行，但如果遇到拆迁，新房因为要办产权证，会让已出嫁的女儿（有 ...展开
#叙利亚反对派称已推翻阿萨德政权# 叙利亚的事令人惊讶吗？我觉得一点都不惊讶， 并不都是政治上支持哪一方的问题，而是但凡经济上不能自己支棱起来的政府，都是一座纸牌屋，推推就倒了。出乎意料之外，但全在情理之中～ ​​​
这件事情，不是喜欢或不喜欢那些视频，也不是觉得这件事好或者不好，而是觉得她的经历让人有些心酸…...
有人说，美国选总统，那是他们自己国家的事，其它国家看个热闹就行，其实不然。作为世界上最强大的国家（没必要否认这点），美国以及美国的领导人在全世界范围内是有一定翻云覆雨能力的。因此，美国选总统对世界上每个人的命运都会有所影响。其它的国家，例如日本选首相、法国选总统倒是真还没那么重要 ​​​ ...展开
“我还是一如既往地不喜欢这个人。我从20多年前第一次在电视上看到他就不喜欢。本能的不喜欢，一开始和立场都没有关系，只是不喜欢他的性格、谈吐和做派。这个人傲慢自恋，不讲体面，不负责任，张口就来，没有底线，唯利/力是图。…”
以色列的套路一直是打仗、赶人、扩大地盘。这次在加沙，好多人嘲笑周围阿拉伯国家一个难民也不收，其实从第一次中东战争起起就一直在收，但难民出来后也再也回不去了，反而造成永远的流离失所。而巴勒斯坦，似乎永远不能接受战败的现实，永远不能以战败方的心态来止损，是不是因为没有立国而永远像个未 ...展开
微博真是不好玩，发什么都发不出来～ ​​​
加沙一共死了多少人，已经有一阵没去关心这个数字了。随着哈马斯一号人物的被击毙，这场屠杀是不是可以告一段落了？去年的这个时候，一向不关心国际政治的老妈破天荒在家中发表议论：干嘛要去惹以色列。这议论发表在哈马斯行动之后，以色列酝酿报复之前，已经预见到一场惨烈的报复即将来临。但后面发生 ​​​ ...展开
这两天关心娱乐新闻有些多，龚琳娜老师与老锣离婚的事也是上了热搜的。看到这消息我第一时间想起的竟是老锣还有另一位中国歌唱家前妻，名字想不起来了于是去百度了一下原来叫做乌仁娜，顺便听了一首她的歌《草原》，一听之下真感觉是天籁之音。这几天又陆续去听了龚琳娜老师的一些歌，也都非常的好，关 ​​​ ...展开
今天有个朋友给我发个消息说要乐观，但我看了觉得不知从何说起，也似乎并不想被人关心或鼓励，于是这样回复她：世界并不会因为你乐观就变得更好，也不会因为你悲观就变得更差，世界就是世界，它就在那儿，想怎么变化就怎么变化，作为人类，就谦恭安然地接受就好了。想了想，这是不是就叫做佛系～ ​​​
当初让以色列建国时应该给一个岛，这样别人也不要去打他，他也不要出来占别人的地，大家清清楚楚，岛上的少量原住民共同迈入发达社会。当初为什么没人预判到，现在这样说什么也晚了。 ​​​
我也一样，飘到去关心远不和自己在一个阶层的人的事情，还是有空多看点书吧～
老胡应该是被禁言了，为什么被禁、禁多久都不知道，他也会被禁言真也挺滑稽的。不过这一轮如果真是牛市，他躺平就能赚翻。禁言也挺好的，不是说闷声发大财吗～
今天突发奇想想看看老胡的股票涨得怎样了，才发现他的微博更新到今年7月27日为止就没有更新了，他是出什么事情了吗？有谁知道呢？ ​​​
#存量房贷利率下调# 爱从来都是需要真金白银的，说是爱祖国、爱人民，不拿出点真金白银，怎么爱？不过不管怎样，蚊子的腿也是肉，迟来的爱也是爱～ ​​ ​​​
从不能穿和服到日本孩子遇害，从无关紧要到非常紧要，其实就是一个量变到质变的过程～ ​​​
//@天使酒瓶:对，民胞物与，万物相连。看到后我也很绝望，对于远方的暴虐究竟能做什么? 只能以极其微小的了解、关注与传播，带来一点点点点力量
看历史书，秦始皇嬴政出生于公元前259年，而汉高祖刘邦出生于公元前256年或者前247年，史书对他的出生年份存疑，不能确定哪个更真实。但不管史书的哪个说法更真实，刘邦要么比秦始皇小十二岁，要么只小了三岁。这意味着什么呢？就是这两个不同朝代的开国皇帝几乎是同龄人。嬴政13岁即位秦王，39岁统 ​​​ ...展开
这位博主说得很中肯，解释得也很清楚。社会的真实面貌都不敢面对也不许别人说的人，会勇敢地追求正义吗？不会的，只会追求流量吧。
这位博主好有意思，我在她微博下留言说女性告了性骚扰案件后会找不到工作很可能是一个事实，说明女性境遇之艰难，抗争的女性牺牲之大，她竟把我拉黑，真是莫名其妙。中国人那么脆弱么，不能知道一点真相，说事实就是吓唬人了。怪不得新闻联播总是形势一片大好，也是怕吓唬到脆弱的国人们吧？ ​​​
炎炎夏日中遇到冷萃茶，可饮一杯无？～『夏日茶饮的冰与火之歌 —— 冷萃茶系列』 ​​​
#中金坠楼女孩 人生曲线##中金称女员工系自身原因离世# 女孩所在机构在2022年底对2023年做的十大预测：1、美国衰退，中国引领全球率先复苏  2、港股和A股全年正收益  3、国内出现通胀压力，结束通缩  4、宽松货币政策结束，利率开始上行  5、地产销售持续走高，房价小幅上涨  6、出口持续增长，就业 ​​​ ...展开
写得真好，就是写得太好了才发不出来的～
脚步声像一个乐器伴奏～
是啊，他原本想说的是啥？//@墨箫玉剑:摔杯为号？//@原当当2024:中华人民共和国这几个字是有魔法吗？吓得第三次都不敢提了
莫名有些好笑～ ​​​
感觉这篇写得比较好，我的观点也与作者类似～宅男之死  ​​​
值得收藏，并在生活中好好体会运用～
这个比较好笑，图七那个被误认作中国人以至于被居高临下对待的外国网友对中国好了解。曾经以为老外会比较单纯，其实老外聪明着，他们啥都知道。
