//@·好耶·://@好运来好运从四面八方来://@sheherherhers__:最恶臭的是何见平在拉踩完一番后来一句——我的设计偶像是石冈瑛子，一位女性设计师。这是典型的「例外化」逻辑，将女性及其作品排除在常态之外，即女性优秀那只是特例，以巩固男性常态化的圈子。勒古恩在谈意识流作家伍尔夫和乔伊斯时就提出 ...展开
先码住
说到原教旨同人，你就一定能确定自己的理解符合“原教旨”吗？把原作没有cp关系的人拉到一起组cp，又能算原教旨吗？同人创作本来是基于个人喜好的产物，同时也凝结创作者的心血。即便我喜欢忠于原作的二创，但我也不会去批判其他不符合我胃口的创作。强调原教旨、批判“代入”“自我投射”某种意义上 ​​​ ...展开
//@未颂龙诗:创作必定含有创作者的个人理解，必定掺杂了部分创作者的自我，只是多或者少的区别罢了。围绕角色发展出来的创作和完全代入自我进行的创作是可以分辨出来的，理解并不想看到流露太多创作者的自我，但以此为理由审判每一个作品甚至审判到创作者，很容易模糊界限变成党同伐异。
都搞同人了还强调原教旨本身就很好笑//@五远弗届:主要是本来一千个人心中就有一千个原作，要是什么原作时间线文化背景经济发展状况阶级构成之类的那还有argue的意义，不懂人物性格人物心理原教旨是在原些什么，那我还敢说我自己是原作党呢（乐
//@伊灵一号机:真正该管的在这呢，别去猎巫人家女司机了//@极北造物院在逃原型刺球球://@全球时尚四喜://@战场当功利b的下场就是眼前一黑://@玉皇大米://@-氯鈉蒸發貓-://@值得拥有一切好运气://@月嵘akaTsukiyo://@比格犬受害者联盟://@是m酱也是円酱的夏兰://@君上立志买下horipro:// ...展开
转发
再转一次//@闪闪一口气吃了十碗麻婆:“人总得抱有信念去做成一件事”……大家都这么说，做到的却不多，CP算一个//@人生是一场单机游戏_87:还有被网友骂的压力……//@神奇的鸡翅膀://@桂小柠杠://@大荼丸子://@一个普通嗑cp的普通产品姐:cp31人流量25w，和广交会这种国际级别的展会单日流量几乎持平 ...展开
//@莫霍面精心煎制地震带:看到红🌲姐在那里没有竞品吗没有主办方能取代他们吗地叫叫叫，就觉得脑壳疼，对的，没有，只有抗压才能办成这个展，就算眼看着霍香菇赚了两套大house这么多，也没其他展愿意去抗这个压//@莫霍面精心煎制地震带 :二三十万人的展会其实是国际大展的体量了，其实只要抗压上本子 ...展开
//@少年心心心心:不能百分百相信来信者的话，真正没给压力的快乐家庭，小孩不会那么小就有抑郁症。最怕的就是这种父母，给小孩很大的隐形压力，还觉得自己做得政治正确，好人全给他们当了，孩子成了无处申辩的受害者。
好美
转发
看某位画师就这个事情感叹说互联网好可怕，可是她转了老累的挂条并表示认同。你知道吗，互联网之所以可怕，就是因为你这种愿意当雪花的人太多了。 ​​​
转发
转发
转发
//@仙儿新3://@黑白乌鸦大煮锅:很好奇会怎么回复。说实话对方拿出来也不是为了指你抄袭，而是首先为了反驳你姿势独用论的，你说没看到过，但是他也可以说没看到过。那人家拿出来是指“你在回旋镖”，那确实是回旋镖啊。所以辟谣也没啥用。//@理查不接稿不接广告:xswl首先非常感谢对质疑图的过程答复， ...展开
有点好奇说能从老累的挂条里写的东西到底学到什么？百川青原挂条，只是叙述的一下借鉴和致敬思路；zpl的挂条，也只是分析了一下其中画得不合理的地方￼￼。这些只能算基于能力进行分析和纠错，而不是可以学习的思路或方法。水平一般的人通常连自己画哪有问题都说不上来，更遑论从挂条学习。毕竟问题是 ​​​ ...展开
转发
怎么说呢，其实前几年我还蛮佩服累的￼，虽然她的画我欣赏不来，但我蛮佩服她的专业能力和态度。￼可能也是之前冲浪少不了解一些瓜，总之就是距离产生美吧（）￼￼近一个月高强度冲浪，看了她的部分言论，真的太令人无语了。 ​​​
那个跟着老累东风挂的更可笑，完全是自我意识过剩。踩人挺常见的，很多cp都有类似的。明明知道自己糊还觉得别人见过自己，真自大啊。
转发
//@一般会社员小泰:天天说职场已经够平等了的要么是男的要么是真的没上过班的，你但凡上过一段时间班，就会明白女性要在职场里得到哪怕只是和男人同等的待遇，都需要额外付出显性/隐性的很多东西。请不要再用妻职/母职去束缚女人，已经2025年了。
转发
大女主是鼓励女性无畏向前，与之相对的是长久以来鼓励男性抑制女性的言论。对个体而言，按照自己的步调作好自己就行。这种言论确实存在一定局限，但没必要过于批判，毕竟长期鼓励男性的言论也没男人骂。
可爱
//@叛逆的星:确实，还有人经常会说要是我有钱也怎么怎么样，还好你没钱，不然你比资本家还资本家//@码头存档点:即便有了顶级画技人品稀烂也只配被别人当成“甘蔗”//@乌狩家今天的饭:能说这种话的人品能值几个钱
喜欢
转发
转发
转发
//@ExpertInADyingField:不觉得她做的对，但是有些人做的只是“站队”和“玩梗”而已…好讨厌互联网
//@二氧化呔:笑得我……//@Keaiyouliangzai:鸟帝
喜欢，想要//@核煮人:這個做了一些 考慮到是給朋友oc的作品實體所以不會通販 轉發區如果有想要的朋友我可以付郵送(一個id最多1張
再转一次
//@维卡去抓胖海豚:上网平均每周看到一次网友群起嘲讽嬷言嬷语我心情是ta们至少拥有创意。。并且是解构de facto。。们网友致力于建构主流话语并没有比ta们更高级//@JetstreamDustNBones:不知道是谁，但是听着像霸凌咖和排挤咖开始上网后，//@萤_HotaruP:连id都不打码真的是纯贱…
//@我还是苏删苏大删:我永远会觉得很震撼的一张图 查看图片 //@我才没有秃呢:要记录我们的历史，和我们未被正确对待的历史功绩//@-清白不-://@章然丶:我还见过有编了一堆伪史出来，论证王贞仪不存在，说她“是境外势力虚构”的呢，楼下居然还一堆赞。好一个“煽动性大于真实性”，某群体真 ...展开
转发
"//@同位素氢://@秋白鲜红死:渴不饮盗泉水，热不息恶木阴。恶木岂无枝？志士多苦心//@wOl_fsKin:If not us, who? If not nlw, when?//@南极没有餐馆条子没有睡意://@番茄鱼Poet:垄断行业的富人动动手指就可以无孔不入地作恶，普通人却要付出生命中的太多才能达成微小的反抗😢"
可爱
//@愁容骑士典当记:是好事，同时也希望乘客不要以“女司机车里都香香的”“女司机会准备矿泉水和零食”这些作为评判司机服务的标准，不然其实就比对待男司机又无形中提高了要求，这些并不是她们必须要做到的，就以普通标准看待即可，不要期望过大落空之后去苛责她们呀。
好厉害，好有创意
//@气_贯_长_虹_:所有人都在捡软柿子捏，房间里大象都快把墙撑破了还是没有人注意到房间里有大象，每天上网跟看马戏团似的，特别逗乐
