//@_麟九_://@大师兄天道酬勤:马克//@被压扁的三明治捡起来还能吃吗://@Isabella贇儿:两女生对男生合理怀疑，不是故意诬陷。她们承担后果，在“怀疑产生的车厢空间内”向男生道歉，愿意提供补偿。在法律和常识框架内，就是和“错认”对等的“惩罚”，而男方觉得“被认成偷拍犯是极大侮辱，要让她俩付出 ...展开
//@_麟九_://@l鱼苗I://@千里眼视频：三次报警记录未能触发一张保护令，两个孩子的生命消失在30天冷静期内。//@大象新闻:刘某杰的妻子黄某于今年5月17日以刘某杰不务正业、沉迷赌博并多次对其实施家暴为由提出离婚， 5月20日双方签署离婚协议，进入30天冷静期。5月22日凌晨2时3分许，刘某杰在家人群发 ...展开
//@陈折折://@清於门下茶僮子://@那罗陀_银子://@宝树:这手段也太残忍了，居然还死缓//@潘海天://@-罐儿-://@Blade-黑铁桐人://@开水族馆的生物男:杀亲友不该加重刑罚么//@王小亚:136刀还有预谋。。看了下也没自首情节啊//@洛梅笙:天理何在？这种判决就是违反男女平等把妻子当成丈夫私产的体现。
🐎
//@_麟九_:好厉害//@雪霏Sophia://@字幕少女:哇可太牛了//@反射弧超长星人影九:哇超厉害//@亚尼大帝:哇！//@楚惜刀:女性哎//@李子的围脖://@蓝紫青灰://@光头风月://@科技与女性 :这个是真的巨厉害。几个点，一个是北大数学系，顶级科班，不是什么野路子。而且这里差不多是中国理 ...展开
好戏剧化
🐎//@罗赛迩:好神经，码了//@合金妖王刘成文:Repost
//@无边桃炎://@_Reno_挚爱FF://@妇女之敌罗严塔://@Tiger公子:她生前工作的KTV经理家属去连线咨询律师，强调“这是她自己自杀跟我们没有关系，我们不会被牵连吧”，律师都无语了，反复问那个KTV是不是雇佣未成年，有没有涉嫌卖Y违法行为，家属理直气壮“那都是她们自己私下行为我们肯定不搞违法的事”
kk//@无边桃炎:哈哈//@陈猿猿李狮狮://@反射弧超长星人影九://@卡李://@有酒盈樽ss://@焱奤://@再再来的衣锦夜://@起名废柴不配拥有名字: 和地球村老师那句话异曲同工，男男之间谈马恩，男女之间谈孔孟
🐎
//@无边桃炎:确实是聪明又冷静，公关能力还强//@小梅妮卡://@江南大野花:思路太清晰了//@不吃菜XBS://@商小略://@恩顾:说是爱战胜一切，其实是拥有这么聪明的女生的爱是前世积德//@并不软的软喵子:最重要的是她拯救的不止王星，还有无数可能赴泰赴缅即将被人口贩卖的人，很多受害者也借有此事的 ...展开
🐎
实至名归！
哈哈哈//@无边桃炎:这个有意思//@清风舞藤:极端女奴碰上女权//@再拖延就剁手:笑死我了
🐎//@守望好莱坞:#新剧爱因斯坦主演#罗莎·萨拉扎尔和马修·格雷·古柏勒合作CBS罪案剧集
//@马库斯说://@多妩媚料青山见我:家暴案件中，正当防卫的时间要件认定标准应做扩大解释，因为不法侵害多次出现且在私人空间，对法益的侵害风险没有降低，应概括认定为不法侵害没有结束，此时进行的反抗行为都应认定为正当防卫，尤其是在之前已经向公权力机关寻求救济却未能获得保护，此时自力救济具有 ...展开
好的//@罗赛迩:补充一个：人抑郁久了会忘记当正常人是什么感觉，把自己的敏感代入其他人，要有意识地去“忽视他人感受”，去犯错，去刻薄，去不体谅，因为事实不是你脑内的那样。要习惯松弛、习惯不紧张。当然了，肯定会有闲人来指摘你，你把他们也看作有病就好了。//@a土人:好有诚意的分享，我一字一 ...展开
🐎
🐎//@字幕少女:从头笑到尾的【纪录片】//@鲜汁儿猪包包:笑死我了我还以为是演的 英式幽默名不虚传//@JoannaBlue:马//@有盐电影:🐎//@Teamo最近睡不醒:马//@柴火软:看看//@进口桃鲨接触史:笑得吐了//@阿猎木星初转腾:马了吃饭看//@TouchParis :特别好笑的是她采访专家，都是相关领域的真专家 ...展开
异性恋的弊端//@春日星火:第六天你看到她在庆祝他拿下了男频大男主ip，整个首页都是她兴奋觉得一定爆。第七天男频剧播了，她没说话，你打开朋友圈，才看到她默默发了一条，悔教夫婿觅封侯
🐎//@安迪斯晨风:哇，感谢推荐！
啊啊啊啊啊啊啊啊啊啊
//@字幕少女://@反射弧超长星人影九://@故园浙里:#兰新铁路事故9名遇难者均为女性# 还记得这条新闻吗？因为撕开了“女性从事重体力活”的隐形幕布一角，被（）冲了评论区最后不得不删除 查看图片
//@_麟九_:yue//@老梅梅梅:大半夜的什么晦气玩意儿//@老梅梅梅:开屏太晦气了//@福临门四季奶青_希:跨跨//@黑咩咩-芥末开模别看都是恶评:跨跨火盆//@圣殿甜不辣 ://@小丸子_高升 :跨
