先生千古
我真的无语了，底下评论区还有破口大骂，什么毛病？
力量
回复@深年糕ss:同感，为了死不带去的东西把自己搞得人不人鬼不鬼的没必要，始终觉得抱持本心，情感充沛，富有同理心才是圆满的灵魂//@深年糕ss:回复@鲨咣鲨咣全鲨咣:相比可能得到的钱，一路上失去的东西才是我认为更珍贵的。可能因为我现在不是富人才这么想吧，不过无所谓啦这辈子活得尽兴就好
#贾玲 这一刻真的好为她骄傲#我们国家的女性导演，真的，我哭死 ​​​
#王能能谈分手原因#不是和罗拉成CP 能吃上自媒体这碗饭吗？但是罗拉一个人，我也爱看她制作料理和聊食材、饮食文化、感受。 ​​​
#王能能回应和罗拉分手#王能能出租屋和家里来回跑，罗拉上海和福州来回跑，姐姐这是怎么忍下来的 ​​​
#巴黎开幕式 真的牛#想知道没熬夜看的人能看到无删减版本吗 ​​​
#唐诡主创热度破万flag#笑死，全员都不是很熟练营业的样子，费鸡师老师身体协调性蛮好，他好可爱哈哈哈哈哈哈 ​​​
他好像在喜欢吏部侍郎家的小姐，出身好，画画技能有助破案，三观相合有共同语言，让他满意。但是他好像看不见喜君，看不到她对画画的热爱，对秦孝白的敬慕，意识不到拜师对喜君意味什么，也根本没打算过问她本人意见，倒是会在吃饭时给夹两筷子肉，封建社会的气息扑面而来，也是切合时代了，蛮真实
真的很好，剧本好，人物好，观剧的感受是没有刺激、收割观众情绪而是充满人性关怀的、让观众心灵能得到滋养的。刚看完仵作之死，真的非常感谢看到这个单元的故事，对抑郁症社会功能恢复阶段帮助很大。这个单元的故事里，独孤羊选择被世人视作卑贱还不足够养家糊口的仵作为职业，被左右邻里嫌弃、小 ​​​ ...展开
#你接受新型婚姻模式吗#吃女人更狠了是吧，当谁好骗呢 ​​​
美巴美巴巴～突然激发我夏日穿搭热情❤️
#迪丽热巴无袖小香#第三套好日常，很适合秋天穿 ​​​
回复@莉莉安家的小叮当:比烂吗？自我安慰罢了。应该是这样讲，一个人确定自己有繁衍能力和意愿时才应该选择生育，而不是出于亲人劝说或者文化规训，不要让渡自主思考和选择权，我们的社会还做不到在父母缺乏培育人格健全孩子的能力时接管监护人的责任。当然，这部分就是社会的锅，谁担责谁决策，劝生不兜底是非常流氓的做法。
#弟弟买房姐姐要出多少钱#什么“要”？没有这个义务哈，你爹妈都没有，还想吸姐姐的血我请问要脸呢？？？ ​​​
#迪丽热巴流光粉高定#能不能让热巴演一部《风中的女王》那样的宫廷女王角色啊，中西合璧的贵族长相不演真的暴殄天物，活脱脱油画里走出来的青年女王 ​​​
#刘亦菲发文感谢所有人#茜茜有能力驾驭复杂有层次的灵魂，谢谢她带来的玫瑰，希望有多一些这样的角色跟大家见面呀 ​​​
风生水起啊，接～
#黄霄雲哭了#很好听啊，中间那一段也喜欢，一点不冗余，很轻灵，也和她的长板很好结合了，是尽了全力的，骂的人什么心态？ ​​​
张韶涵唱“你是自由的鸟”那里没有降调，非常有冲击力，我第一次听到这崩不住落泪，很喜欢她这一版，调性是抗争、不屈的生命力，听了振奋
#章子怡哽咽#我看了泪流满面，是用心的礼物，特别在qf各种作妖的舆论风波后送上的，一种无声的、强有力的的立场和支持。就像《玫瑰的故事》的玫瑰一样，我们女性有勇气有自由遵从本心做任何选择，能全然的投入当下享受过程，也有承担后果的勇气和能力，无论结果好坏，在所有的节点上，都能够重新站起 ​​​ ...展开
回复@财运芬芳:对这种父母来说，孩子是生来奴役的牛马，从小洗脑和大环境推波助澜生生逼死这些孩子，当有孩子忍无可忍地反抗说：你们其实根本不爱我，亲缘只是方便你们欺辱我。父母还能指着电视机反驳：看央视的撒贝宁，他说什么，父母哪有不爱孩子不替孩子考虑的，如果造成伤害只是方式不对，我们为你的心还能有错？
#刘亦菲的台词被各地文旅用上了#但我真的很爱这句话！是读着读着潸然落泪的感动！加入今日冥想 ​​​
#彭冠英发文吐槽庄国栋#笑死了，他的内心OS 一定是：我亲自骂了就不许骂我了啊 ​​​
#迪丽热巴第十幕MV#生日快乐！生日快乐！美死我啦大美妞，新的一年更快乐！更自由！ ​​​
#陈丽君三公第一#甩的那一下有帅到我 ​​​
#北大教授称年轻人不要老想着眼前#还孙子辈？孩子辈我都没敢想，自己活着就很不容易了 ​​​
@暮染迷雾
#哈尔滨铁路优秀女职工实名举报顶头上司# 加油啊，姐姐，转转转，扩散～
加油啊，姐姐，转转转，扩散～
#赵丽颖受刑戏又有钉子#今天20分钟能讲清的戏份水了两集，墨方不忍，把沈璃送至东海边，让行止给救了，就这点事 ​​​
#妈妈澄清欧阳娣娣名字由来#这个字也能洗？那么多美好的文字偏挑这个呢 ​​​
#重庆一小孩被扔下高楼#有什么怨气离婚，报复伤害你的人去呀，杀了婆婆和丈夫我都敬你是个人物，还不是把刀捅向更弱者，欺软怕硬的东西 ​​​
我觉得是儒家文化压抑自我表达和天性释放，以至于不是专业的人是羞于在公共场合享受肢体舒展的
#罗翔谈未成年人杀人埋尸案#未成年人罪犯就是朝未成年犯罪呀，未成年人保护法没有保护该保护的人的人反而纵容了刽子手，让他们更肆无忌惮地向同龄人下手，让更多无辜的未成年遭受迫害。保护法成迫害法，证明这部法的执行不能实现初衷为什么不废除？？刑事年龄也该再改小！！（PS：现在小孩一个个11、1 ​​​ ...展开
人家已经是给面子不想讲还逼人家说，讲实话又破防还要自己找补阴阳怪气的怼，怎么人家欠你，觉得不好被逼着讲还不能说实话啊？就得哄着你要夸上天是不是，人家去你们那旅游消费增加你们收入还得伺候大爷是吧？
肯定试探问过父母，父母只会劝她忍，说绝对接受不了退学的孩子，才走到这一步，说实话如果父母足够开明尊重，小孩子不会走到这一步的
#建议法定婚龄调低至18周岁#这个世界越来越癫了，逐渐向隔壁靠拢，东亚三国生育率垫底反省一下为什么经济水平和女性受教育水平不是世界第一却可以做到生育率垫底，想不明白或者装糊涂气数就是尽了，一起毁灭吧 ​​​
这个世界怎么能少了六层楼老师哇
初五迎财神，接财运！！龙年财源广进，日进斗金，福禄双全！！[送福][送福][送福][龙卷风][龙卷风][龙卷风]
而且春晚群像诶，节目多的一批，除了他们三还多得很镜头给到群舞小姐姐的，你说拍戏的时候还差不多，就这至于？？换个衣服，一个走位（大全景大家都一样，个人有单独切镜头的）真没差别，而且春晚诶，搞事情得罪央视疯了吗？我顶多觉得他紧张出错了，其他的不可能除非脑子有问题
但是我选择也是基于我需要啊，是程度上的差异而已，只是说任何一份主体客体体验都不是生活主要的驱动力，以至于失去就不能生存了。我觉得是一个糟糕透顶的丈夫为自己开脱的借口，在任何一段亲密关系里他都只是喜欢而不是爱，他的需求很容易被满足但不愿意去满足伴侣的情感需求，他吝惜付出却冠冕堂皇找 ...展开
回复@暮染迷雾:是的，我们要为了自己努力，不能辜负自己，那个更难时候都熬过来的自己，加油加油👏，会越来越好的，龙年祓禊去灾，否极泰来，吉祥如意，事事顺心 查看图片 
姐姐，我看到你练出肌肉，充满力量和掌控的自信的片段，直接哭出来了，谢谢你的努力和坚持，你不知道鼓舞了多少女孩子，作为一个女性，一个优秀的导演和演员，会鼓舞多少其他的女性
#过年好#龙年吉祥如意，万事顺心 ​​​
#五粮液我福了礼了#福到！福到！ ​​​
回复@Freya_01:你要意识到这是被从小训练的结果，去反抗它。可以先断绝联系避开影响，然后着手建立自己的生活，特别是自己社会支持系统的重组，就是你要交朋结友，是良师益友，精神正常的人，把你的希望得到他人陪伴、认可和喜爱的情感需求转移到值得的，身心健康的人身上（从变态人格的父母那里转移走），是个过程
回复@Freya_01:明明被剥夺，明明很委屈很痛苦，却好像表达痛苦和委屈的权利也没有，表达就是忤逆就是要伸张自己作为人的权利，但是你是不被允许做一个”人”，可能只是被视作宠物、物品和工具，而且要你看起来心甘情愿去接受自己被赋予的人生剧本
3意识到的话也很痛苦，就像巴浦洛夫的狗，出现长期被心理操纵后的精神戒断反应，就是明明被剥夺那个还要感到愧疚，想要放弃自己的权利、喜好、感受去成全父母，我说的意识到被剥夺的孩子会憎恨父母，又会因为这份憎恨而愧疚，无法控制的，就是从小到大被一次次洗脑、训练，通过了各种服从性测试的畸形 ...展开
做“父母”是很多人一生唯一一件尝到权力滋味，尝到控制、侮辱、剥夺还能换来原谅、信任和对爱的期待，是他的意志可以凌驾在另一个人的意志之上，要求对方对ta 予取予求，还可以振振有词地说些“为你好”“为了让你适应社会”“无论结果怎样我出发点是好”的这种话
原生家庭和原生家庭是不一样的，而且不在于父母之间怎么样，而在于父母是怎么对待孩子，很多仅仅是说父母吵架的孩子不知道，有些人格不健全的父母在社会上可能庸碌无为，对外一致评价是性情温和敦厚老实甚至是好家长的典范，对内就是将各种压抑全部发泄在更弱小也是ta 唯一能控制的孩子身上
回复@Freya_01:你要意识到这是被从小训练的结果，去反抗它。可以先断绝联系避开影响，然后着手建立自己的生活，特别是自己社会支持系统的重组，就是你要交朋结友，是良师益友，精神正常的人，把你的希望得到他人陪伴、认可和喜爱的情感需求转移到值得的，身心健康的人身上（从变态人格的父母那里转移走），是个过程
回复@Freya_01:明明被剥夺，明明很委屈很痛苦，却好像表达痛苦和委屈的权利也没有，表达就是忤逆就是要伸张自己作为人的权利，但是你是不被允许做一个”人”，可能只是被视作宠物、物品和工具，而且要你看起来心甘情愿去接受自己被赋予的人生剧本
3意识到的话也很痛苦，就像巴浦洛夫的狗，出现长期被心理操纵后的精神戒断反应，就是明明被剥夺那个还要感到愧疚，想要放弃自己的权利、喜好、感受去成全父母，我说的意识到被剥夺的孩子会憎恨父母，又会因为这份憎恨而愧疚，无法控制的，就是从小到大被一次次洗脑、训练，通过了各种服从性测试的畸形 ...展开
做“父母”是很多人一生唯一一件尝到权力滋味，尝到控制、侮辱、剥夺还能换来原谅、信任和对爱的期待，是他的意志可以凌驾在另一个人的意志之上，要求对方对ta 予取予求，还可以振振有词地说些“为你好”“为了让你适应社会”“无论结果怎样我出发点是好”的这种话
原生家庭和原生家庭是不一样的，而且不在于父母之间怎么样，而在于父母是怎么对待孩子，很多仅仅是说父母吵架的孩子不知道，有些人格不健全的父母在社会上可能庸碌无为，对外一致评价是性情温和敦厚老实甚至是好家长的典范，对内就是将各种压抑全部发泄在更弱小也是ta 唯一能控制的孩子身上
