呵呵
因为他想便宜的去嫖，甚至女性都是性资源，都免费了他就开心了//@罗套套:图里这种无知的蠢蛋最可怕的地方在于ta不觉得自己是蠢蛋，ta没有一丁点那种从未接受过性教育却喜欢在性议题上演讲的羞愧，可以猜测是被一群川普类型的人教大的。就很奇怪，我们这地儿明明在任何一个学科上都充满学历歧视，就只有 ...展开
嘎嘎嘎//@烟波人长安:“他现在可以躺着讲道理了”//@莉莉安说道:就很“阳刚”的一款男的，自己使用暴力的时候觉得没问题，人家跟他一样使用暴力他就开始“要坐下来讲道理”。既要又要的//@不会笑的柴郡猫:也没缺胳膊少腿的，唧唧歪歪什么
//@庄时利和://@樊百乐:同意。//@法山叔:这起系列案件，从去年到现在，牵扯作者众多，大多数小作者，社会危害性不大，也确实没赚什么钱，涉案金额极低，检方完全可以从刑法谦抑性出发，认真贯彻最高检少捕慎诉的司法精神，据刑诉法177条等法律规定，对情节轻微、真诚悔改的，依法酌定不诉，又何必批量 ...展开
好认真
很美//@我是落生:很美//@痞影人科莱昂:好美啊//@JamieTheWinterBaby:我希望我60岁了也这样//@時雨麗://@非著名气人博主扎总:优雅//@速度狂犬_Ex修罗架势:太美了//@零崎灼識:好漂亮啊//@深夜不定时:从美少女到美贵妇，漫展真好啊//@真十内 :真好啊//@红麟or阿莹 :好看耶//@真躲猫猫无双 :// ...展开
可怕//@蕈菌目前不改名啦:……等等，多少名？！！！
不值得信任的是人
哈哈哈
哈哈哈哈哈
真恶心
对呀蝴蝶结很有用呀哈哈哈哈哈哈//@我是落生:别骂我了//@人间奇趣记录仪://@我不想再上班://@大头和他的朋友们://@沈唤唤:破防了//@我的老婆是厂花:你……//@骄傲一点才可爱呀:起码蝴蝶结能帮忙分清正反，而你的人生才是真正的一无是处
//@我是落生:“通过弱化年龄感与攻击性的方式，将女性框定在被观赏、易控制、情感依赖的位置”//@梁钰stacey:「会发现女性使用的语言在严重通货膨胀。陈述一件客观事实不能单刀直入，那样会被理解为不礼貌、粗鲁。语言中间要加入更多情绪向安抚向可爱的表达方式，才会被认为是友善的、温柔的。单刀直入 ...展开
//@我见青山多可笑:凶手长什么样儿，发出来大家伙儿瞧瞧呀！怎么每次都这么舍不得？包括你美，你日，你德，你俄……地球上各个国家的罪犯，都能高清正面照出镜……这时候又不跟国际接轨了～
//@透明人間的蒸气:可以给胖猫点一桥的外卖 但是遇到这种事 男人们就假装没看见 火可以冲谁发 搞得太清楚了//@还是这个阿毛:整个家族唯一支持被害人维权的是姐姐，愿意陪被害人走一段的律师也是女性……
嘎嘎嘎
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈//@快递员吴彦祖:我社交接话水平就这样//@麓烟:笑死我了//@挂号滥俗审美://@矮油大胖菌:哈哈哈哈我的社交水平也差不多//@一两二米:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@亚尼大帝:我聊天//@妖盐货重:啊哈哈哈//@老八厂长:我和人聊天//@鲜炖野鸡:啊啊啊啊啊啊啊啊啊啊啊啊// ...展开
？//@我是落生:未成年啊，三年半，我不服！//@巫山六月雪:女孩太惨了！没了爸爸，妈妈也改嫁了，跟着年迈的奶奶相依为命。一些男畜就专挑这种没父母在身边的女孩欺负，这种恶心事在小地方一抓一大把！才判三年，判的太轻微了！
好厉害
//@陈折折:就这么//@霜羽清稿中:男频文现在写男主被诬陷偷拍/猥亵然后反杀女生，已成必备剧情，男的就这样把偶发事件咬死传播成100%发生
//@透明人間的蒸气:这件事上从来就没相信过mj，齐泽克以前还写过光看mj的mv，就应该知道他会干这种事。//@皮拉得斯酣醉://@Raksincadaniki:Never liked him and never will//@流氓无产者厨://@Christinekkkanin:我的天……第一次知道这些，一直以为那些“证据不足”的指控只是谣言，没想到是真的被伪装 ...展开
//@陈折折:这种人又来了//@路边野草桦:👆四川地铁小仙女污蔑别人偷拍，还没道歉呢
太可怕了
//@屠龙的胭脂井:这种事儿，纪委和检察院还不出来调查？让几个收黑钱的破媒体到处乱窜洗地，经纪公司瞎发声明--跟跳梁小丑一样。
可爱
//@栗子没有小蛮腰了:等一个通报，这是公开场合宣扬自己对他人实施暴力和犯罪了，会造成重大社会影响，该抓了！//@Carmen女士纯享版://@Janesian:。。。//@淋痣蕶://@失脚女:[裂開][裂開][裂開]我天//@娚宝妈://@不喜欢我的你真没品://@旧伤留痕在心底结疤://@惨萌儿:// ...展开
//@喜脉洗脉:起号的套路全掌握了
可怕//@罗赛迩:之前一家三口被撞身亡案，老公理所当然说“肯定死刑”，我只能冷笑说看来你不懂法//@反射弧超长星人影九://@卡李:一本小黄书//@某科学的超发展观:死了四个人，刑期相当于出BL书//@廿三_魇-自觉组成瑞破的翅膀:这人家里啥样啊还指望他？//@柳树弯弯草原: 就他的命是命，别人 ...展开
//@五五五五五5个五:固定啦，我第一时间转发就是太知道他们的揍性，先是嚣张口嗨，一旦发现真要吃牢饭，光速删评账号自杀。但转发他是没权限删的，这样可以悠哉一点截图，顺便像我们这种博主一但转发，阅读量比较大，影响严重程度与惩罚的后果直接挂钩。他不就是看我昨天写的微博里提了一句，“评论区 ...展开
//@冰蛇陛下:我认真的把他们店里的视频看了一圈，我确定这家店是故意的……各种视频镜头怼在小姑娘的身上拍，做各种没必要的动作；还有，故意混淆，一款服装同时做童装和成年人，链接上写童装，封面视频里，搞个发育不好的成年人穿上泳装跳舞……这家店不是请了某一个不合适的摄影师搞了一次不合适的宣 ...展开
6
好漂亮
//@庄时利和:我举另外一个人的例子，他的名字可能大家都知道，他叫郎朗。这是中国青年报报道的一件事情，郎朗的父亲差点逼死只有11岁的郎朗。后来我逐渐发现，读书终归是条正常孩子的出路，你考个普通的大学将来也能找个工作，而钢琴、围棋还有诸多竞技运动，这种赛道才是真正的卷，你不拼了命成为顶尖 ...展开
恐怖
可爱
嘎嘎嘎嘎
……//@鲁迪肖象:？//@37Lunaticstrawberries:……
嘎嘎嘎嘎//@我就是李清华:我🥰//@矮周迅:锁：//@M大王叫我来巡山:给我锁死！//@这是一个很高冷的ID:我//@万事屋纸纸酱:哈哈哈哈哈哈是我//@今天不想当香什么香:对//@黄濑濑濑濑:我//@商小略:可爱//@baixiaorourou:是我：
//@蕈菌目前不改名啦:可说呢，寻衅滋事，送上门的业绩警方不要吗？我说要吧，这都成组织了//@草里爬爬爬爬:造谣不抓吗？那些堵门口的不抓吗？//@蜀黍举个栗子:省流版：没有虐猫，猫之前躲在车底盘里，行驶中震下来，牵引绳挂住了车底盘护甲…
