wow
看到篇海德薇repo给我气得鬼火冒 我的观点是你可以说海德薇并不是一个“男跨女”的故事但你没有资格说性别在这个故事里不重要也没有资格否定海德薇的酷儿性 ​​​
在xhs看七夕丑花合集 深刻觉得美育还是任重道远啊（ ​​​
今天苯人一定要驯服这个刮毛刀（摩拳擦掌） ​​​
现在手上还一张ladym都没购入 开始思考怎样能在保证我看上两场的同时给xj送最少的钱 ​​​
为什么bona不开了（大哭） ​​​
我真不行了点开我人质今晚那个晚会本来想开开心心听他唱歌 结果一下子看到他旁边站着ygq我当即差点呕了搞s2时期所有不美好的回忆都涌上心头了哈 ​​​
其实之前一直觉得lm的音乐风格没那么acoustic更加恢弘一点会更好 但是后来想想毕竟lm讲的本质上是一个很小的故事 所以这样也算合理吧 ​​​
天呐 第一次知道//@羅鬼RAKI:是的，所以现在比较通用的叫法是孤独谱系障碍，或者就是asd。因为认识到不同的A人有不同的表现症状，有些比较“轻”即不那么影响日常生活，有些也比较“重”即严重影响日常生活，这些症状都是沿着一个光谱延伸下去，而不是根据认知能力高低排挤在外，会更包容一些有非典型 ...展开
好啊！！！ ​​​
谁在说海德薇是个没剧情的个音啊！没品的东西 ​​​
//@櫻坂46五期生志田恨佳:说了顺直法西斯就是一丁点性少数再现都要排斥的纯种减除，Crush这片恁大个同性标签你猜他们是眼瞎看不到还是看到标签就会点进来喷，另外所谓的“十年前的青春片”十年后的今天可是一点都没少被迫害妄想症差不多得了
evita宣了！好想看啊啊啊啊啊 ​​​
//@以巴芗:在此地不生孩子就可以了吗？你所爱的一切都是软肋//@阿猎木星初转腾:回復@TouchParis:造孽啊//@TouchParis:一个好的园艺新品种的商业价值难以估量。听闻以前国内出过那种事，农民花钱娶的外国媳妇其实是商业间谍，潜伏进来就是为了偷农科院的新品种的苗的。//@阿猎木星初转腾: ...展开
不知道行子这种剧组会不会配intimacy coordinator，这个职位还是蛮重要的尤其是在这种充满x暴力剧情的剧组里……不过感觉国内戏剧界好像都不太care这个😮‍💨 ​​​
滚 ​​​
真的 你们所有的zgyyj在音乐结构上都该跟白夜行好好学一学
哎但是想起昨天在韭组看到那群顺直的恶臭嘴脸感觉引进了未必是件好事 演了绝对有人赶着上来骂“海德薇没割干净不配当女的！”“割了也是太监不是女的！”“性少数压迫女性群体吃红利！”//@木子Stacyyy:啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
//@阿猎木星初转腾://@ieaber://@老曲-LQ://@LaosVuitton:并且此处的“外国”、是被“大国叙事”迷恋者认为“不值一提”的马来西亚//@维司塔:男方骚扰女方被起诉后，捏造事实说女方拜金、勾引（泼的脏水都太典了），并对南周记者说女方“诬告”，可惜这些在外国都不好使。男宝在本地太受庇护了， ...展开
首先我也讨厌漳择爱扣改six词的行为其次起承转合打酷儿群体是在干嘛 ​​​
为什么xhs上都在避雷汕心啊😭我真的觉得巨好喝啊😭 ​​​
行子的歌实在不入耳而且有几首实在是难听（嗯比如人生大冒险。。。。）但是确实是我看到现在觉得音乐结构最工整的zgyyj之一，每个人物的音乐动机很清晰主题发展很明确，而且前后呼应都是有意义的，而不是像有些剧一样只是随便重复一下就假装自己有reprise了，在这个逐渐jukebox化的zgyyj市场里真的是一 ​​​ ...展开
又到了一年n度发这张图的时候 ​​​
到底是有多没品才会说我人质像水牛跟你们这些get不到男中的没品的东西都永别了！男中就是世界上最好听的声部 ​​​
白夜行的重唱写得真好啊…… ​​​
（叹息）//@寥若晨星-新的冒险://@早期作坊:“从现在到以后，以使用/实用为目的学外语几乎已经没有任何意义了。因为绝大多数人都没有那个资源(时间/天赋/能力)把一门外语学到稍微能实用点的程度”——那么人类的时间天赋能力准备花在什么地方呢，还有什么更有意义的事情吗，不是的，只会制造垃圾，心智 ...展开
又上头地听起了rocky horror showthis is true music ​​​
？
Repost
听初版大人的乐园被原词的露骨程度震撼了 ​​​
不要再问我你没体验过x怎么知道自己是ace了这跟问我你没吃过史怎么知道自己不爱吃有什么区别（叠甲没有说sex就是史的意思 ​​​
Repost
既然北京咕炸了那可以把zgl老师无偿归还给白夜行剧组吗（） ​​​
我真的看不了任何小美相关的东西了 音乐响起来没过一句我就直接开始大哭 ​​​
每次不想学习就想去首阳山 大四下一定要再去一次洛阳（以及许昌和安阳 ​​​
虽然生命之光也挺好的但我真的永远忘不了第一次听血与肉的感动 ​​​
还是不敢相信我听的第一版x竟然是hjs的日语版（ ​​​
//@维吉尔的吉:如果是异性恋就不会被“纠正”反而会说“太好了是纯爱我们有救了”就是国人崆峒基本盘骨子里还是那不把顺性别异性恋以外的性取向当成一件平常的事情（掐
哎……感觉什么都学不会 ​​​
//@阿猎木星初转腾://@魚生要酷到底:所以我更受不了一些人洗地時候拿「人和人不一樣/人社會化水平有高低」之類說話，因為我看到很多大家平時是怎麼對心智障礙者了//@谁认识你啊笨蛋少狗椿:如果肖本人是gay，有肠胃的问题，在公共场合身体不适，无法自控，出了丑，那么大家都会“敏锐”地察觉到他是个ga ...展开
//@寥若晨星-新的冒险://@灰域解经长波台://@阿里斯底波-Aristippus://@TwentiethCenturyBot:我觉得把所谓日式屠杀和德式屠杀概念对立本来就有问题，德国人也没有不搞把人集中起来突突的pogroms吧在东线推进的时候也没少搞啊...这就是有序吗...//@没有任何一个代号是好的或坏的:可以说观念上的世界被他 ...展开
