谢谢你这么爱我。 今年的生日愿望是希望所有人都健康，平安，平静。
太宰治在他的文集《晚年》里写：“我曾经想到过死。今年新年的时候，有人送我一身和服作为新年的礼物。和服的质地是亚麻的，上面还织着细细的青灰色条纹。大概是夏天穿的吧，那我还是先活到夏天吧。”春天到了，情绪波动巨大的时候，我就会把这段话拿出来想一想。生活中，很多细微的事物，爱人熟睡的 ​​​ ...展开
分享图片 ​​​
太美了！
//@Daisy_buoyant39://@透明人間的蒸气://@月亮果子酒://@日向更:同意//@GottAtammy_:评论区一群incel
//@找不着鹿://@火玄采彡小弓长:不要觉得这条新闻和你无关，它早晚和你有关
//@Chilly就酱://@老曲-LQ://@cute-stone:豁然开朗//@史海悠游 :
//@陈生大王:昨天的被夹了，那我就再转一次。//@芸豆和雨豆://@无边桃炎://@王太弱:发出一点声音//@罐头辰://@孟常:世界乱局，不如身边的权利重要。
天蓝蓝～ ​​​
所有的事都只关于一件事！//@我又有一些真知灼见:……//@PetitChou小周:。。。
不受影响的人决定受影响的人吃什么食物用什么药//@远东冰原上的猫头鹰:结合评论看//@chsnwwii : 我在医院上班回答你：不能，没有这个指标，但是干部级别的不受影响，现在全面铺展集采药品 //@springviewlandlot : 癌症患者自费能开一些原研药吗，一些免疫药和靶向药能自费买吗？我比较关心这一块
太可怕了
//@陈生大王:我来当雪花。//@九爪小蟹:持续制造舆论压力//@水木丁://@关雅荻:这条也不能评论了//@大豆钭江明://@李思磐:毛骨悚然
猫猫我这样睡，再这样睡。 ​​​
好可怕//@丘赫尔加坚--:看得难受死了，纯恐怖组织。
在微信读书看心理类型的图书，评论区经常会出现类似的令人心碎的评论，由于心路历程过于相似，情绪和感受重叠处太多太多，我经常恍惚以为这评论是我自己写的，只是我忘了。 ​​​
我渐渐意识到，很多人和我一样，半生甚至一生都仅仅在做这三件事：我要证明自己是有价值的，我要证明自己是值得被爱的，我要创造一个让他人爱我的理由，以避免被厌恶和被抛弃。 ​​​
分享图片 ​​​
转发
麦琳竟然是弃婴！！好心痛突然觉得一直以来我对她的同情与理解其实是对同类的快速识别。 ​​​
怎么有人那么爱拍马屁！天啦，这是我最厌烦的一类人，真的瞧不上，总感觉像在看小丑，还不忍心多看。 ​​​
//@陈生大王:王星成功获救，希望彭辛莹、许好宁、林美玲也能回家。//@罐头辰:扩//@夏目家的小诗哥:扩 都能平平安安回家//@茶汪笔录://@软0来了:关注//@爱詹姆斯迪恩:普通人也需要被看到🙏
餐桌上泡了一把笋干，小猫没见过，好奇，蹲着看，围着走转圈圈看，小手伸进水盆里捞起来看。好嘛，确定了，是好吃的！两只小手在盆里面一顿乱划拉，精挑细选了半天，终于选中一根最合心意的，叼起，奔过来放妈妈脚上，殷殷示意，妈，你吃，你快吃。等了好久，见妈无动于衷，不肯配合，又麻溜叼走了， ​​​ ...展开
原来如此！！！！ ​​​
以小见大，从小家到大国，我们的确就是这样过来的。在我小时候，父母总是会把家里的好吃的好喝的或者稍微名贵一点的东西牢牢锁起来，等着日后招待客人，我们自己反而总是吃喝劣等的，边缘的，就连鸡蛋也是吃最小的有破损的。偶尔，我表达抗议，父母就会说：“自己吃了当个啥，客人来了吃不到咋弄”。 ​​​ ...展开
哈哈哈哈哈哈//@库特纳霍拉的骨头://@描季巴拉:嘘，世界给我静音，聆听男的破防的声音//@Dr_梓:追更//@一条坠子://@千二百:早知道留着春晚看！//@鲛猫_Shark-Cat:还能有后续233333//@东武画画太少了:居然还有后续//@藤堂瓜瓜:我喷了怎么还有后续
//@陀螺的ToroScope:再说一遍。天津动物园应该上热搜
每次点开家里的监控看录像，都想感叹，从城市搬到乡村，爹妈适应地实在太快太好，家门口现在俨然成了村里的聚集点，从早到晚，人流不息，鸡鸣鸟叫，热闹非凡。可越是这样，我越恐惧即将到来的春节假期。 ​​​
热搜上的这个人到底是谁呀 ​​​
转发
经常周末来杭州爬山，但对杭州的印象却并不十分好。一个是在杭州的地铁上，男男女女，各个年龄段的人，都会用手机公放短视频，而且音量常常开到最大，这种现象在上海的地铁上几乎很少很少看到，我很难适应。再一个我总感觉杭州有些人很暴躁，很不懂礼貌，西湖景区的游览车司机横冲直撞，压根不在意路 ​​​ ...展开
杭州爬山，步数突破4万了，上一次突破4万步还是几年前在张家界。 ​​​
“感受自身的痛苦，同情和理解他人的痛苦，而非将他人的痛苦放置到一种等级序列中。”
看了昨天的36问，又重听了心动女孩讲再见爱人那一期，再次想为主播们敏锐的洞察力和分析能力喝彩。这期播客是11月6号更新的，此时节目只播出了几期，主播们竟已精准猜中了李行亮行为背后潜藏的目的——通过在大众面前暴露老婆的缺点和愚蠢来报复老婆。果然，这一期里，痛苦男孩李行亮亲口承认自己一直 ​​​ ...展开
新一年的目标是做一个“坏人”，一个没素质的人，一个粗糙的利己的人，同时，尽量不逼疯自己。 ​​​
失去表达欲了 ​​​
GPT大师 ​​​
圣诞节快乐🤶🎅🐱🐱🎄 ​​​
笑着笑着就要哭了 ​​​
我好讨厌过年，当春节越来越临近，我想到自己不得不回老家，回到父母身边，与各种亲戚近邻来往周旋，我就非常焦虑，痛苦，还有一阵又一阵的愤恨感涌上心头，有时候，如果我不停下来，继续顺着往下想象，那些窒息的场景就会渐渐将我湮没。 ​​​
值得听的一段内容//@假苏更生:这个值得听//@YY-GamePlayer://@西窗随记://@老曲-LQ:了解历史
我学！
这哥坚持在学，成果看起来不错 ​​​
为这个丑蝴蝶结花了个把小时，还是没学会 ​​​
大家有没有观察到现在很多老年人在星巴克聚会，约会，他们自带话梅，促膝热聊，还用盒装旺仔牛奶彼此干杯。 ​​​
问中国人为什么这么焦虑，什么是一种永恒的不安全感带来的焦虑？原因也许就在于，我们需要知道和了解的“常识”实在太多太多了。
