好喜欢小酒窝呀
一定要增肌肉啊//@recky_yy:大块肌肉可不是那么好练出来的 //@爱拿自己做实验的伪科学家:好多喷子喷我防晒的时候喜欢叫嚣说我以后肯定要骨质疏松。我心想，有这功夫怼我不如举几次铁去啊//@YX_semanticist:长肌肉长肌肉长肌肉！长好肌肉保骨头！//@大尾巴小白羊:真的我看到好多女孩 ...展开
太恐怖了//@武志红:事情恶劣至此，法律应该给人基本尊严与安全保证，让受害一方可以单方面完成离婚。//@安定郝姥爷:居然还有没离婚。。//@秦祎墨:？？？？？？我真的要骂街了……//@掠水惊鸿折脚雁:所以这33年挣的钱自动还有他一半是吧//@林水妖:她只是结个婚而已………怎么感觉跟犯天条似的
真的好喜欢张曼玉这种清楚地知道自己需要什么，什么是我真实的渴望，而什么是外界的期望，但是我们大多数人都把这些会混杂在一起，很累，但又不知道为啥🤷‍♀️
我妈妈是在70岁左右就自动放弃自己开车的能力了
童童的人格真的好成熟啊，菲姐从来没有向外去宣扬过，但她的价值观和教育观都在两个孩子身上呈现出来
从对导师的理想化，到理想化破灭，再到整合阶段，这才是现实世界。
已经无法用语言表达内心的愤怒了
上了年纪之后，我对于在网上过渡暴露自己生活的人，都会敬而远之，所以一般这些都不看//@recky_yy:原博这是说的谁啊，怎么感觉有具体的博主在讽刺 其实什么样的生活都可以的，说些什么话都可能说到一些人的心里去。你不是受众，其他人说不定是呢。就算追电视剧，追网上八卦，也可以有非常非常多 ...展开
当我爱上健身之后，有多上瘾呢？一天不做力量训练，心都痒痒的！很早以前，好朋友跟我说她爱运动，如果不运动就不舒服，我很不理解，觉得有那么好吗？可当我43岁这年，终于发现运动确实能给我带来很多快乐，最直接的就是多了对身体的掌控力。把很多关注点都收回到了自己的身体上，很希望半年以后能看到 ​​​ ...展开
希望被霸凌过的人，都能走出来
鲁豫一辈子深耕在访谈节目里，现在到处开花结果了，和她同期的主持人早已淡出了舞台，她依旧还在。我好爱看这样的谈话节目，昨晚追了一半，今晚继续
//@陈生大王:？？？//@栗子没有小蛮腰了:大家以后上厕所仔细看看//@JoannaBlue:？啊//@a土人:原po评论区很精彩。//@夏目家的小诗哥:这他吗都能有…//@亚尼大帝:？//@龙虾总攻:？啊？
现在很多孩子已经开始丧失了玩游戏的能力//@严艺家://@陈忻儿童心理:还可以加一个实验条件。如果不关在笼子里，在自然环境里，看看猴子是选择在自然里的活动还是选择屏幕//@Zack西西爸:超越自己的本能是真的不容易。
当健身成为我的习惯之后，感觉每天不运动就很不舒服。前两天和朋友聚会，大家都夸我的身材，最开心的是，我又回到了出门可以穿露肚脐的衣服的状态了。现在我运动，和年轻时不太一样的是，我做得更多的是力量训练，因为不想再瘦，我想要肌肉，每次看到xhs上的健身博主，女孩子有肌肉有力量真是好美呀 ​​​ ...展开
//@乡下宁宁:精神病不是挡箭牌，发病的应该在医院里，不应该在街上。没发病的应当进班房。//@叶锦安安://@冬亚:无底线的宽大处理精神病犯罪只会破坏社会稳定//@EricTsui:精神病证不是免死金牌！//@喝点橙汁叭:当歹徒敢于肆无忌惮地当街持刀伤人，当公民在公共场合的安全尚且不能得到保证，我们期待该起 ...展开
//@陈生大王://@猫撞://@争气孔://@一罐寡言://@一包海苔://@小猫小胖小顾:他们说人人自危，你的危和我的危真不一样//@柴猫君://@缘结竹致Asques:男的怎么不担心当众抓挠会被当街捅死，还是女人太温良了
//@一只狗腿子柱子哥:不要以死明志，不要以死明志。能做出这种恶意的事情的人根本不会觉得自己错了，他们只会轻飘飘翻篇下一页，欺负谁不是欺负呢，下雨天打孩子，闲着也是闲着的心理。//@六分之一不止:说出这段话的时候，木姐应该想到了一些自己的遭遇。真希望那位可怜的医生也曾经这样想，穿越风暴活 ...展开
//@夏天_下大雨:洗手池的水龙头总是被人掰在较烫的位置，不注意就烫到了手。十几岁的时候我觉得和那人说一声他下次就会注意了；二十岁的时候我发现要改变一个人的习惯简直需要改变他的人生观，和他的整个人生经历较量；三十岁时，我发现这又变回了一件小事，只要自己每次洗手前把龙头掰回来就好了；到 ...展开
有点点感动
现在每天都做半小时的力量训练，从镜子里看着自己快凸显出来的肌肉，好爱啊 ​​​
//@爱与治愈光合簿:接受父母的爱的局限真的是漫长的哀悼过程//@西葫芦的记事本:让我想到我爸，年纪越大越看清他内心的那个脆弱的爱无能的小男孩，一直在呼唤着被爱被关心，但是对于他给家人造成的伤害，以及我们的脆弱痛苦却无法直视，甚至否认，真让人伤透了心…成年后走上了漫长的疗愈之路，但内心有 ...展开
//@风流俏寡妇1_9:到底有没有人能知道ye他已经精神失常了在现实生活中，他辱女造黄谣，毫不尊重自己的另一半只把她当做一个娃娃一样，在他的艺术生涯中也真的是精神失常的离谱 纳粹也能拿来写歌，当下那个明星敢这么做？把一个疯子当一个艺术家看待，也真的是够了……
老王
保护好当地的语言，挺好的//@想翻身的孩子:非要人家说普通话的是病得很重吗。。。
//@虚构的十四行诗:为众人抱薪者，不可使其冻毙于风雪；为大众谋福利者，不可使其孤军奋战；为自由开路者，不可使其困顿于荆棘 ​
//@阳光和煦8118://@加州荷风:人生确实是不公平的，幸福不要天天晒，不是你有多优秀只是比较幸运罢了。//@晶晶蓝莓:“珍惜这一手好牌，have some fun。人生是不公平的，而我们很多人，实际上是站在了很幸运的那一边的。” 
是滴，很多人虽然意识层面天天在骂原生家庭多么垃圾，但其实潜意识在表达对原生家庭文化的忠诚
//@推荐我没关注的微博你爹菊花开了:摆拍也该死，把骚扰女性娱乐化//@缓慢受锤就像铸剑就像自我燃烧:摆拍//@陈生大王://@铿锵橙:一切都有迹可循//@辣椒炒宇宙:尾随女生之前，流行过一段时间追小狗追小猫取乐，把小动物担惊受怕的样子拍下来当流量密码.还有小狗被赶下悬崖摔死过结果这么快就换成 ...展开
必须选2！
这不是童工吗？
是的，一切都是我们内心的投射
//@青溪公子与关山樱:回复 @一只狗腿子柱子哥:“印象中也就几次”，这真是从小被那样错误对待长大的孩子才会说出的话，实际上一次殴打都不允许。再有，如果你妈妈经常打你，那么你爸爸有充分的责任和义务制止这一行为。说来说去，真想远程sending you hugs// ...展开
最近刚开始阅读他的《公羊的节日》
抓得好！
//@严锋:支持，绝不能让霸凌者为所欲为！
//@武志红:妥妥的恶性自恋，美国这是选了一个什么玩意儿做自己总统。解释一下：恶性自恋，即通过践踏伤害别人而获得自恋满足。
//@早起的小白车:穿黄衣服的女生太勇敢了，录了视频报了警，还陪这个女生去，真是好样的，应该先把这丫挺的揍一顿，再交给警察蜀黍，踏马的，真不要个碧莲，在他脑门上黥刑，刻上臭流氓三个字，让大家都知道丫不要脸。
色狼真他妈恶心！！更气愤的是周围的男性没有一个人帮忙！只有女生挺身而出帮助受害者！
