希望更多朋友看到这个视频，还杨同学一个清白
啊啊啊啊啊啊啊我给小侄女起的名字被哥哥嫂嫂采用了！好开心！！ ​​​
现在copilot竟然可以免费用啦！ ​​​
有些视频会反反复复看，比如斐玲相关，比如韩国电影 our love story 的片段，比如Taylor flirting with women 剪辑… 现实生活过得太直了 感谢还有互联网 gay content 让我一半的自己没有在黑暗中消亡🍊 ​​​
//@荞麦chen:是这样的！是对女性关系的重新塑造。//@gjvsfj:天呐好感动撰稿者、婆婆、月嫂，是女人！是女人重构了这三者之间充满矛盾、猜疑的刻板关系，长此以往想必女人真的就能够重构这世界！（但付出如此多情绪劳动的女人也真的好辛苦啊
家里的红茶快喝完了，在网上看了下都太贵，打算一月回国买。最近每次泡茶都要多泡一会儿，充分榨取有限的资源 ​​​
今天用平时泡茶的红茶量做了同等体积的奶茶，然后茶味极淡，跟奶茶店相比弗如远甚。不敢想象奶茶店是用了多少茶叶/茶粉做的，怪不得每次喝完都要亢奋至少12小时。 ​​​
听歌方面毫无新意的一年 ​​​
在暖黄灯光的42街地铁站台听到有人用萨克斯风吹奏right here waiting. 闪回高中用mp3（不记得是谁的）第一次听这首歌的战栗感。 ​​​
突然有些好奇，一个开特斯拉的左派（我不是）现在看着马斯克在川普阵营春风得意的各种新闻会作何感想 ​​​
教书好快乐啊，尤其是教到自己感兴趣的话题，学生又很活跃的时候。啊啊啊想一辈子兼职教书！（之所以想兼职是因为全职太累了） ​​​
不吐不快：每次看到妻子生了儿子的男性发朋友圈说“要跟爸爸一起照顾/保护好妈妈哦”我就想一个白眼给他翻过去。不是说这些朋友不关爱家人的意思，也不是怀疑他们对妻儿的感情，但是拜托睁眼看世界说点实话吧，异性恋婚姻里夫妻平等地付出照顾劳动已经是女性撞了大运了。扪心自问自己做的家务有70%以上 ​​​ ...展开
而我为什么涌出了眼泪
天朗气清，去法拉盛看了美网的资格赛，免费的。看到一个很帅的中国女球员，You Xiaodi。这位妹妹今天输给了一位罗马尼亚选手。祝她以后好运。 基本无害的小希的微博视频 ​​​
去年9月，霉霉今年10-11月美国演唱会的黄牛票是 $1100+。嫌贵没买。现在普遍是 $2500+…… ​​​
看了 you've got mail (1998) 之后迷上 meg ryan，于是又顺藤摸瓜看了 when harry met sally (1989)。电影是好看的但男主也太普了，都不知道 meg 怎么能看上他。时代还是在进步的，从过去的男凝到现在的女凝，爱情片里的帅哥也越来越多了。 ​​​
呜呜//@是蜜桃鸭鸭:好像就是燕窝这里看到的这句话，一直记着。“接受人生就是水上写字沙中建堡，体验过就很好，万般带不走。”
哈哈哈支持
今天两件让我起鸡皮疙瘩的事情1 早上在电梯上见到坐我旁边的同事Luca，我热情打招呼：早上好Luca！但是他对我说：我不是Luca，我是他双胞胎兄弟Andrea。我一开始没当真，但看到他认真的表情意识到这不是玩笑！天呐，双胞胎长得超像，又在同一家公司同一层楼，这也太惊奇了吧。2 办公室隔壁组的一个 ​​​ ...展开
这辈子目前接收到的最强烈的嫉妒是因为男的，发射出的最强烈的嫉妒也是指向男的。对跟我喜欢同一个男的（或女的）的女的，会有种惺惺相惜感（人家对我则不一定）；但对跟我喜欢同一个女的的男的，敌意max++++ 就是看不惯男的得到爱太容易了。 ​​​
收到朋友照片：带着猫来山里玩了对正常的好朋友会回复：好惬意，玩得开心 blabla对她则：（回复以上内容的同时内心分析）没说是跟谁，又是跟那个男的吧？对啊，带着猫猫不可能坐公共交通，肯定是那个男的开车 ​​​
听到安溥的一句歌词：回声中有人呼喊有人悼念有人不言不语地明白— 致两天前的日期 ​​​
最近反复听《悬日》，感觉跟自己的经历完美契合，除了要把“她”替换成“他”以外。有趣的是，以前听这首歌的时候想象的是另一个故事，应该也是大家普遍理解的故事；现在发现另一个故事也符合。歌词的模糊性带来解读的多样性。 ​​​
你说：今晚可以睡我家，我去XX家住。我回：不用了，我住YY家。替我跟XX问好。天知道我打出最后一句话用了多大自制力。 ​​​
没想到一向懒惰且晚起的我，去公园跑步能坚持到第三天！跟时差、近期的气候和公园的环境应该都有关。早起真的好快乐啊。家乡的短期生活也真的好舒服啊。生活怎么就不能N全呢，要是把家乡、SH、NY的优点融合在一起多好：开放的社会、有机的社区、工作机会、住在附近的家人、不同阶段的朋友、新鲜的空气 ​​​ ...展开
霉霉新专 TTPD也用了类似的把戏。之前看到专辑名我想说姐你歌词写得好我承认但自称诗人还是算了吧我尴尬症都犯了。结果呢同名歌曲里主角们住的并不是诗人公寓，而是对面，中心思想也是“我们只是两个蠢货，不要自恋地想象自己是忧郁诗人了”。果然如姐所说，every bait and switch is a work of art
申请季，七七八八的小朋友都拿到了很好的录取，什么哥大啦，cmu啦。我看好的朋友们却收获一般。前一类找我报喜，我虽然恭喜祝福，但心里却五味杂陈。我相信以后一类朋友的能力，ta们的未来并会不因为录取结果而逊色，但我只是觉得美国硕士项目的录取，尤其是对中国学生的录取，是不是有什么问题？ ​​​
记得我小学毕业的时候，读小说已经不需要查词典了。但是现在看英文的小说都还需要时常查词典。也就是说学了这么多年英语还没到小学水平…… ​​​
今天去水库走路。看到有人为了纪念自己过世的家人或狗狗而给这个trail捐了长椅。好感动啊。“He loved it here so much.”&quot;We‘ll meet on the path in the woods.&quot; ​​​
有人层层盘剥路桥项目款造成豆腐渣工程，有人深夜跪倒在路中央制止高速行驶的车辆。气到流泪，感动到流泪。希望善良的人一生平安，也希望我们不要停止问责。想到那年郑州的大暴雨，桥下遇难的那么多车那么多人，原因都归为一句天灾，连哀悼都被禁止。这次最后不要又上演情绪稳定的大团圆了！ ​​​
嗨，老婆（
希望馥甄一切安好！看不到演出无所谓（我反正看不了，慷他人之慨了），拥有不说某些话、不做某些事的自由更重要。//@田馥甄Hebe:很遺憾五一假期無法依約到天津跟大家見面 。  但心還是熱的，歌還是在唱著，我們後會有期，相信再相遇就是最好的時辰 。  祝福大家平平安安，享受美好的假期和音樂饗宴。
想起还没有在微博上发过我们做的播客。欢迎朋友们来听来提意见！（虽然我在微博上也没有多少关注哈哈）【闲聊女性主义疗法（上）：痛苦不是无能的结果，它是我努力的痕迹】网页链接 ​​​
一个没有孩子的人的胡思乱想：如果我的小孩是跨性别怎么办？第一反应是会不太舒服，因为本来养的好好的女孩突然变成男孩了，或者养的男孩突然变成女孩了（老实说这个对我还好接受一点），肯定会很别扭，不习惯。但是另一个想法是，小孩子童年时期本来就是没有明显性别的（除了生殖器以外），如果大人不 ​​​ ...展开
"I found out that I don’t like smoking. Not at all. I only want to smoke when I am thinking of you. I only want to smoke when I want to think about you. Thinking of the night we stood by the riverside, the lighter went out because of the autumn wind, and the moment you lit my cig ​​​ ...展开"
大概是离震中最近的一次？ ​​​
吃了一口新买的饼干被甜到齁，阅读成分表发现40%的成分是糖（不是糖类，是糖，sugar）。痛定思痛，把家里所有甜口零食（凤梨酥/奥利奥/夹心饼干/佐茶小饼干）拿出来计算糖含量，绝大部分在30%及以上，只有一款黄油饼干是25%…… ​​​
听到女性朋友要有孩子：恭喜！心疼姐妹！听到男性朋友要有孩子：靠，他凭什么轻轻松松就有了一个自己的孩子！ ​​​
感觉学算法不只是好玩，还真的有用诶。现在解决问题的时候就会想：这种方案的复杂度是多少？能不能从 O(n^2) 简化成 O(n)? 光是有这根弦就能写出更高效的代码，再加上新学到的范式，比如 DP 什么的，更是如虎添翼 ​​​
又大又新鲜又可口的青浦草莓最近应该上市了！半年多没吃到过好吃的草莓了……好想念上海啊，前两天睡前历数上海好吃的东西都哭了出来……以及发现我最想念的并不是饭店而是菜市场买来的新鲜食材，顶多再加上一些小吃 ​​​
GPT/Gemini 大大提高了我写代码的效率。最近用它们写一些涉及正则表达式或文件处理的脚本，一般经过四五个来回都能有成型的结果。这个过程中自己需要清晰描述需求，识别出AI代码的问题并提供反馈。AI对于有经验的程序员来说是个任劳任怨（也需要人带）的实习生。不过这个实习生的数学和算法能力不太强 ​​​ ...展开
&quot;寻衅滋事&quot;
girl in red 新歌 too much，第一句人声一出来我都恍惚了……这真的不是 taylor？歌很好听，祝演唱会大卖！ ​​​
//@还是这个阿毛:笑了…（但是也没有那么开心。//@折翼丛林:搞清状况了 查看图片 //@须臾阙:真的是小作文横行天下。还没搞清状况就开始评论。还是一句话，任何事都不能只看一面之词，
//@白米开水://@白鱼Fiasili:操控后的迷恋并不是迷恋，没有经历的人无法理解，被性骚扰和侵犯的女性，会潜意识给自己洗脑自己爱上了，这也是房思琪的故事告诉我们的，如果这一切是因为爱，仿佛就可以承受——实际上就是已经无法承受了，权力不平等的引诱，需要更多书写和理清，谢谢这个女孩的勇敢
反复看了那篇悼文……想说，爱不是自我感动，不是让你伤害和亏欠对方的同时为了自我感觉良好说的漂亮词句。爱需要真切关心对方的处境并通过行动让对方过得更好。熟读社会学理论和女性主义，却不能在自己的生命中实践，理论的意义何在呢？ ​​​
人要知行合一，没有分担家务和育儿就别说自己是女性主义//@九爪小蟹:12月初在校友群里看到了筹款号召知道了这件事，所以之后也读了很多篇“学术大牛”们写的悼念文章。直到读到这篇，风格完全不同，感受也完全不同，再回想那些从某种层面来说的“千篇一律“，身为一个女性，真是不知道是要痛哭还是冷笑
就像对女性的矮化很多时候也带着自以为是的爱意呢 //@在也门钓鲑鱼:是的，叫小土豆不是恶意也不是嘲弄，更多时候还带点爱意，但这种爱意是充满优越和居高临下的，类似，这帮小玩意儿。
