一直都需要学习
上周五，气冲冲买票带co回长沙。单独带他六天以后，今天两人又溜溜哒哒回来了。洗漱完，看到婆孙俩这幅景象不禁好笑。co，婆婆还真禁不住你这一腿。又回到了三人挤一张床的时光，待个几天，就得回去读书了。不知道下个夏天，还能否跟婆婆共睡一张床。婆婆88岁，co7岁。co长大，应该还会记得跟婆 ​​​ ...展开
喜提狂犬疫苗五针，朝完整的童年靠近给小猫喂食的时候，粗鲁地抓了小猫，小猫回敬了他一爪。 ​​​
熬夜也是为了独处
梦里是心内科的病房我需要给1床去打针，配方我都记得清清楚楚。5％葡萄糖＋单硝酸异山梨酯（平福）25mg。可我的操作好慢，我一点也不熟悉了。需要重新打一个留置针，醒来的时候，我也还没有打好。潜意识里的担忧。哪怕离开心内科已经近九年，病房的环境、护士站更衣室的布局在梦里呈现的跟当年是 ​​​ ...展开
此时跟奶奶，co挤在一张床上，门外是小狗年糕和她的儿子小小狗雪糕。我们共享一台空调。
很喜欢的一本书//@开心的草莓莓:这本很推荐，特别版还有彩蛋//@上海译文:🎉《世上为什么要有图书馆》（微信读书特别版）上架啦！转发有浮力！
婆孙俩在聊国际关系婆婆：美国最霸道co：美国在日本的广岛和长崎投下了原子弹…………我在外面吹头发，听👂他俩唠嗑~ ​​​
阿奶和孩子都睡了。我们回老家了。我和co子都选择回老屋住，我回这里，是因为一直以来的秩序感以及想多陪陪奶奶。co子想回来的原因，我猜是自由。老屋里有小狗年糕和她刚出生的五个狗宝宝，有宽敞的院子，有可以钓鱼的池塘。但老屋只有奶奶的房间有空调，于是祖辈四代三人挤在一张床上。第一天co ​​​ ...展开
今天跟教练表明了我不喜欢做蹦跳动作的原因，担心漏尿。也是已育女性的困扰。嗯，算是又突破了一点。哈哈哈哈哈哈，更加自由了一点。中年女性不怕面对更尴尬的事 ​​​
哈哈哈，越看越有趣！表弟发给我的，今年过年时小拇指指甲被夹掉了的真实画面。男孩子该吃的亏一个都不会少。#co  co  成长记# ​​​
大了一岁，完全不一样了！ 查看图片
不再是我的软肋了 办法就是不断地听，听自己感兴趣的~
姨奶奶回家休息几天。我和小姨带着co。昨天带着他跑了三趟，上午体能，中午急急忙忙做饭，吃完饭去写字，晚上英语课。孩子累不累，我不知道。我累的够呛，今天愣是没爬起来去健身房。其实我们只有两个补习课，体能和写字，应该不算多吧。我问了写字班的小朋友，你们都有多少补习班呀？ ​​​ ...展开
2024美好时光超长混剪 JL真实的微博视频 ​​​
昨天读《地铁是怎样建成的》。他提问的，好些我也回答不上来。我回答他，明天我们一起查查吧。第二天他吐槽我，总是答应我查查查，总是忘记。“妈妈记性确实不好，但是记住了的肯定会给你查的，因为每次都是晚上提问，我不想再用手机了。”马上掏出手机，查了鸭嘴兽和食蚁兽。听猴子警长，知道了 ​​​ ...展开
起床就折纸飞机的娃#co  co  成长记# ​​​
刚刚给co做了暑假计划。也准备了一个错题本，把每天不会的记录下来。其实关于学习，我自己都不太会呢。不算拿手项目。这些天，每天暗示自己，跟自己多次重复对话一定好好利用好这个暑假。在暑假好好发力。我跟他一起学习。裸奔着进小学的同学，不能再继续裸奔下去了。我自问对他的要求不 ​​​ ...展开
今天也一样在努力，不知道要努力多久。但努力到不想努力的那天为止吧。
记录真好，我的可爱宝宝~
刚刚给爹抢票，他想看最近长沙的中国女篮与澳大利亚🇦🇺的对抗赛。绷紧神经，盯住时间。时间到，开始抢！先点一个票档，点不进去，疯狂点点点，没了，再点一个票档，点不进去。没了~无力感袭遍全身，你看，你就是这样没用，买张票都买不到。你就不能在爸爸面前好好表现一次吗？黑衣人🕴️在 ​​​ ...展开
#co  co  成长记# 今天的co放学后，神秘递给我一个纸团。我说这是什么？“妈妈，这是我课间抠的耳屎。”我打开一层又一层，是好儿子没错了。
//@开心的草莓莓:先转再看，抗阻
午休时间，基本都是这样度过的。我今天也静静观察着他，⏰到了也舍不得打断他，让他继续玩儿。对待恐龙的牙齿🦷倒是很认真呢。如果对自己的牙齿有这么一半配合就好了。到了13：39，该出门上学了。他说，我要去写字了。（每天会写三行字）实实在在玩了五十分钟。#co  co  成长记# ​​​
从目前的结果来看，游泳是白费了钱，还把自己折腾的怪累的。目前依然没有学会游泳，交的学费也没有用完。但那又怎么样呢？孩子有孩子的个性。再来一遍，肯定是不会报班了，但也无悔当时的决定。
睡前聊天co聊到音乐课，我问你们音乐课都学些什么呀？co说，没学啥，都是些“小儿科”，没啥“大名鼎鼎”的歌。他觉得大名鼎鼎的歌应该是指小白杨，或者降央卓玛的歌。#co  co  成长记# ​​​
今天的记忆一定要留下来！co和他的朋友一起玩了卡丁车，我的朋友还给他拍了好看的照片。图二是今年的年度照片，我好喜欢。有爱，也可爱。我的朋友和他的朋友是一对夫妻👫。今天从他们店里回来的路上，我跟co讲，这是你和妈妈一起交到的朋友，你还记得咱们第一次去的情景吗？叔把你送的🛩️钉 ​​​ ...展开
#co  co  成长记# JL真实的微博视频 ​​​
可可爱爱co
今年的端午也回家了，还抓到了蜗牛。他好像比我还热爱农村，热爱他的老家。捏捏婆婆的脸，带着小狗满菜园跑，独自骑着自行车去小姨奶奶家……他忙得不亦乐乎。 
阿奶！ JL真实的微博视频 ​​​
昨天的儿童节是这样过的。爷爷带着去逛街，选礼物。两个姨带着去姑奶奶家摘李子。妈妈陪着睡了个午觉。又是平平常常开开心心的一天。 ​​​
昨天的儿童节我带着娃儿去见了他爹。地点选在肯德基，就为这个地点，又跟他爹吵了一架。爹觉得全是激素鸡巴拉巴拉的。照例带来了小儿子，我知道他不会放过任何“兄弟团圆”的机会。照例“科普”，你是谁的儿子啊？我实在忍不住，“你就这么没自信吗？”每一次见面疯狂洗脑，你是娄底人，你爸爸 ​​​ ...展开
刚刚回到家，奶奶嘱咐我，煮了艾蒿水，还有鸡蛋可以拿来滚一滚。以前不觉得这些习俗有什么，现在却特别珍惜。端午节，我们都会煮艾蒿水来洗澡。应该是有防寒保佑健康之类的功效。刚刚闻了一下，好香啊。倒是不一定相信它的功能，就是守着传统，觉得挺好。 ​​​
今年交到了新朋友，co也顺带和朋友的老公成为了朋友。那天一起骑行，co没有自行车，他们提供了他们的自行车，然后把座位降到最低，co刚好够得着，但是骑起来歪歪扭扭，很容易摔跤。然后朋友的老公-这位天使，就一直小跑跟着co。！！！！！老母亲当时看到这一幕，当即在心里落泪。完美一幕就这 ​​​ ...展开
今天读《胖猫戴夫》他就不肯自己读了，他只愿意读字很少的桥梁书。也行，那就我读。这本很有趣，胖猫戴夫卡在它的洞里出不来，小动物们想了很多办法，最后让它吃了很多豆子，打了一个💨，才让它从洞里出来。当然，这个💨把戴夫崩飞了很远很远。它走到天黑才走回家。热衷于“屎尿屁”的狗崽子 ​​​ ...展开
我和co最近在读棕熊巴纳比。我自己是很少看漫画的。有的我看懂了，我给他解释，有的他看懂了他给我解释，有的我俩都没看懂，只能往下翻。看懂了，就两个人一起哈哈大笑。挺有趣的。这周落实了三天的亲子共读，也保证了他的自主阅读📖，让我觉得很踏实。#小co读书# ​​​
六年了~//@JL真实:如果再重来一次，我可能不会选择母乳两年了。当然当时也是无悔的。就是回看会觉得多少有被自己或者社会或者“母性光辉”绑架的感觉。在“喂奶的母亲”这个身份里，总是感觉与社会是失去连接的，不在状态的。（针对我自己的状态来说
在梦里又回到了心内科，我在找肝素钠和生理盐水，配封管液。这么多年了，我的潜意识里居然还记得。离开临床好多年了，但是心内科永远在我心里，沉甸甸的，不会忘。 ​​​
记录真好
今天他告诉我，他不爱读书。 把“爬”读成“爪”，把“哪”读成“吒”。我和妹妹都忍着笑。谢谢他来我们身边，带给我们乐趣。
本着节俭的原则，我刚刚用✂️把挤不出来的牙膏剪了。被小祖宗看见了…………边摸眼泪边批评我。舍不得他的牙膏成了两半，还说我剪的不整齐。下次要剪掉我四支，还要给我扔掉。生气到现在。哄不好，我只能在旁边坐着，做赔罪状。 ​​​
我在心内科待了那么多年，我当然知道血管造影是怎么回事。有创的，花费较贵的检查。也是确诊动脉瘤的金标准。在医生对我说出要复查，要回家做血管造影的时候，我丝毫没有怀疑他的专业性。我没有把过度医疗与我联系在一起。比起附二的某一位医生，把正常人说成是病人，骗病人手术甚至化疗。我应该 ​​​ ...展开
想起来，爸爸的复查结果是好的，这件事没有记录下来。但我更想说的是，我们经历的这一场看诊（乌龙）。之前体检做了磁共振，疑似有动脉瘤。建议我们三天之内复查CTA。在湘雅附一做了CTA以后（约到检查的当天，我就挂好了第二天的看结果号。）拿到结果，来找医生看诊。（现在回想了一下，他甚至 ​​​ ...展开
要感谢妹妹，永远在我身边。从我被打，她第一个赶到我身边，看着地上的我，害怕无措慌张地哭泣到今天她冷静机智代替我陪同奶奶一起到医院。她陪我走过了这些艰难岁月，她陪我一起养育了co。没有她，就不会有今天这么健康的我。我笑说我们是新型家庭模式，女女组合。这个家庭里，基本没有争吵， ​​​ ...展开
睡前去亲了亲我的崽一头“泼天长发”撒在床上。昨天跟他商量，我来帮他剪剪头发，被他拒绝。还警告我，如果有给他剪了，就会怎么样怎么样。我回答他，没有你的配合，不经过你的同意，我怎么可能给你剪呢。这事儿必须经过你同意。你现在长大了，有手有脚有力气，妈妈强迫不了你也不会强迫你。你可以 ​​​ ...展开
跟朋友正愉快地涮着小火锅，接到了妹妹电话，“co在小区下打羽毛球，一球拍挥到了一奶奶的头，而奶奶四个月前才做了心脏搭桥手术”一听差点昏过去，丢下筷子和朋友，赶紧慌里慌张往回赶。妹妹已经先一步陪同奶奶和家属去了医院。我停好车赶紧打车，第三趟往医院赶。（上午带妈来，下午带爸妈来） ​​​ ...展开
我们茶楼的工资是八号发，一般从一号爹就开始催我，工资算了嘛？每天一问，或者两问。真的对外人不要太好，太守信用。（我知道这是应该的，我也从来没有拖延过）这不，又在催我了，算了吗？八号要发工资的。可惜吧，我这个人（刚刚醒悟了，下个月1号就算），死猪不怕开水烫，一直拖沓，直 ​​​ ...展开
妹妹问爹心情怎么样，多少有点害怕吧。心情我看不出，但打完针手臂直直伸着。三十多年来好像是第一次，我在前头走着，他在后头跟着。以往，都是他走在前头。我们的关系，也没有好到并排走，手挽着手。所以，我走一段路，回头望望他。医生嘱咐，不能再喝酒了，再喝酒就要脑梗了。原话转述给他，他 ​​​ ...展开
带金主爸爸来检查，做增强CT。需要打个留置针。见她消毒一遍，就准备操作，且消毒面积肯定没有6*6cm。本来想忍了，但还是小声问了“只消毒一遍吗”。护士回答我“你想消毒两遍可以消毒两遍啊。”说罢，消毒第二遍，且第二遍消毒范围＞第一遍，这又是错的。我已经达到我的要求，另一句话只在 ​​​ ...展开
补充说明这两年的变化挑染了头发（头发是我认为最简单便捷彰显个性的方式，做不到完全不在意谈了一段为期三个月以结婚为前提的恋爱-掰（察觉到不合适，具备了说分开的勇气，不拖沓。但也认识到自己依旧是天真的小女孩，恋爱脑，喜欢甜甜的恋爱，向往亲密关系说好不是终点的工作在去年三月辞职， ​​​ ...展开
去年今天在南宁。这次出去感受到最大的变化就是娃长大了。早上第一个起床，自己去吃早餐，餐厅人很多，他独自站在角落里吃完，还打包一份回房间。虽然我知道，他打包多半是为了体验打包盒的乐趣，但还是暗自感动了一下。刚刚噩梦醒过来，想明白是睡之前接到女同学家长的投诉，关于她的简单直接， ​​​ ...展开
又一年！娃七岁了，我更自由了，那些拧巴的结都打开的差不多了，开始自洽了。回头看，痛苦必不可少，也无法缩短历程。
回到家，发现co的生日背景板还没有拆。趁他洗澡，跟他商量，生日背景板可以拆了吧？“妈妈，气球你可以都戳掉，但是生日背景板还得留两天。”得到指示，我开始在客厅戳气球。等小家伙洗完澡出来，看到气球被我戳的差不多。一时间，马上变了脸色。我知道肯定是舍不得了。赶紧停下手中的动作， ​​​ ...展开
今天早上走的时候跟阿奶说，我今天回长沙了。晚上就不回来了。她走来跟我说拜拜。跟从前一样嘱咐我好好开车，转弯要转大碗。回长沙，带来了傻外婆。这次小表弟央她来长沙玩几天，她居然答应了。这个年纪，还有奶奶和外婆的陪伴，温暖又踏实。 ​​​
阿奶最爱看抗日剧 ​​​
还有，在石门的日子里，必做的事情是写字，每天一小时。因为要处理的事情很琐碎，一会儿忙一会儿闲，东一下西一下，很容易让人失了分寸。加之我这种特征。有时候觉得自己急急燥燥忙忙乎乎，一颗心却不在身上。我就写下我每天必须要做的事情，写字一小时。刚开始是断断续续，有一天没一天，到最 ​​​ ...展开
回家务工的生活，已经慢慢建立了秩序，变得有规律。比如，洗完澡，把脏衣服放在楼梯扶手，方便第二天下去的时候带下去。比如，床头放好一瓶水，方便夜里口渴了喝；洗完脸及时擦好面霜等等。别小看了这些秩序，它对我来说，至关重要。以前只是知道自己非常抵触换环境生活，比如过年期间，回老家住 ​​​ ...展开
今天去见孩子们啦。给妹妹买了好看的头花。接到他们，然后带去逛超市买零食，吃肯德基。一路上，他们叽叽喳喳，说个不停。 ​​​
看去年今天，我发现我真是一年一年在变老啊。他的生日，我的生日。我们都生在四月，我最爱的春天里。算上在他在肚子里的时间，我们一起生活七年了。觉得生活越来越好，有烦恼有遗憾但也知足。#co  co  成长记# ​​​
起初只是想小小整理一下，结果越整理越乱。内心的防线快要崩塌。早上继续吧。买书到这一步，好像童年缺书的心理已经得到了满足。接下来就是不要再轻易买书了，多去图书馆吧。以及，每年一清洁。 ​​​
正好听到这一讲，蒋勋讲红楼梦。碰巧，前几天看到的《世界上为什么要有图书馆》的作者杨素秋在西安碑林区图书馆的演讲里也提到这个细节，她推荐了毕飞宇的《小说课》。虽然是推荐给初中生的，我也赶紧买来看了。不看书，不听音频，根本不知红楼梦之美，曹雪芹之伟大啊。她看完病重中的闺蜜秦可 ​​​ ...展开
他现在变成我的老板，今年每隔一周回一次家，基本都会为了新的议题跟他对吼，还是会流泪，但是会平静表达自己想要说的话。我变成了全家唯一可以与他抗衡的人。被他贴了很多年的标签“流泪是软弱的”已经完全撕下来。还是爱哭，但不软弱。
没有在生日当天记录，是因为确实不想过生日，不想有任何的社交状态。对尊重我的意愿—“请他别来”的表弟说了感谢。没有大餐，把蛋糕降到四寸，只是保留了拍照这个环节。愿望就是成为一个普信女，普普通通却又那么的自信。臭小孩儿马上长到七岁，他已经不会配合你好好拍照了。极不情愿的 ​​​ ...展开
现在是不可能拍笑眯眯了，现在都是这种 查看图片
阿奶从田间劳作回来了。听堂妹说，今天种下的是番茄。我八十多的时候应该不会在田间劳作了，所以我对我阿奶是深深的佩服。我尽量，我会尽量把阿奶坚韧的的精神在别的方面传承下去的。看到阿奶甜甜的笑觉得好幸福！ ​​​
分三次看完了这一期，有一些收获。赶紧把推荐的📚记下来！
继续加油，保持开放的心态！
许是春天的缘故，许是出生在四月，四月变成一年之中我最爱最期待的月份。四月的每一天都要精彩地过！ ​​​
醒了。喝了一点酒，反而更不好睡。一直梦，没停过。理解了“喝酒壮胆”，它让我更加勇敢表达自己。成为一个普信女，想要活得跟男人一样，是我今年的想法。酒，竟然成为了我办事的工具。让我与茶楼的工作人员更加走近了。他们叫我“小老板”，我说叫➕0就好了。我不想做小老板、老板娘，我只想 ​​​ ...展开
//@大熊和小熊的first://@爱与治愈光合簿:她还涉世较浅，有一定基本良知，所以能看到她事后的愧疚。工作久了基本几种可能，burnout转行，工作内行尸走肉，工作外成瘾找刺激//@無湯:完全同意。这位不“道德”的心理学家也一定程度上遭到了报应，在最后强烈和粗暴的谈话结束后，她所感到的来自男孩的压迫 ...展开
每天都会去看下这位爷爷，越看越像我的爷爷。是不是老了的人都长一个样。爷爷去世三年了，今天爸爸为他立碑了。我不知道原来立碑有这么多讲究。碑上刻着的名字都来了，好几桌啊，都是爷爷奶奶的亲戚，爸爸的老表们。中午吃饭的时候，我坐在了一位老大伯旁边，他对我说“应该不认识吧。”我说，“认 ​​​ ...展开
真的真的感恩遇见姐姐们！是姐姐们让我放下偏执，开始脚踏实地的生活！#小城茶楼故事# ​​​
看那年今天，所以来记录一下。中间是老师写的。写得还不够好，但是比当年好。 ​​​
已经在写了//@JL真实:有朝一日，我会再拣回来的。回过头来看，当时的“投资”没错。大家都在玩儿，我尝试着去学习童年未完成的梦想。17年，很多夜晚，我都在书桌前写字。这个时候的我，好像还是懵懵懂懂，自我没有萌出，恋爱大于天，一直在挖野菜。
