难以接受，避重就轻，隐瞒真相
是滴，和一个普通男人一样的特权//@及川彻的梦幻之逼:啥？不是你在渴望特权嘛//@卡卡布拉啧:呵，和男的一样只是想骑在女人头上。你做梦//@介错人_藏宝猎手_戏法师日玉:既然选择了从它的痛苦里完成自我，就不要再抱怨自我在它痛苦的射程之内。“我支持它，直到它不再存在”就是抬高它原理的权威神话性的 ...展开
呵，和男的一样只是想骑在女人头上。你做梦//@介错人_藏宝猎手_戏法师日玉:既然选择了从它的痛苦里完成自我，就不要再抱怨自我在它痛苦的射程之内。“我支持它，直到它不再存在”就是抬高它原理的权威神话性的伪命题//@介错人_藏宝猎手_戏法师日玉:你现在已经占全了，且享受霸权之余还有了一个退路，而 ...展开
确实那些生理功能被称为疾病以及残疾。但由于不影响日常生活可以不接受治疗。你们的原生器官恰好是你们不想要的，还告诉了你们不可更改//@介错人_藏宝猎手_戏法师日玉:客观局限于你脑内存在吧，不是只有典育人健全人拥有的才是真的生理功能，不是顺人的原生器官才是原生器官// ...展开
//@爱美莉力挺女友曰之本:出差其实是去集体刚交了
强制猥亵，不判刑就是纵容
强制猥亵，判刑，不然都是纵容
//@命理师枕星河://@墨守lydialinmo:#你最大的竞争关系是和配偶# 很多女人不相信配偶对你的恨意有多大，陌生人未必这么恨你，也未必会这么害你，但同一个屋檐下共处，甚至一起生了孩子的人下的狠手比谁都重。为啥？因为婚姻就是一个锅里抢肉吃，有人吃亏就有人得益，你吃的亏越大他得的利越多，最直接 ...展开
干脆全否定算了，省得看你好说话蹬鼻子上脸，跟男人一个德行样子
最后强调一遍以染色体为基础的性别差异客观存在。哪怕你做了手术也只是仿形，没有生理功能。您是哪位科学家有什么科研成功能颠覆这样的科学现实？要是还没上初中没学生理课，那就原谅你了孩子。//@介错人_藏宝猎手_戏法师日玉:既然选择了从它的痛苦里完成自我，就不要再抱怨自我在它痛苦的射程之内。“ ...展开
疯癫了，天天这理论那主义的，连分清现实的能力都没有了。再重申一边本人从来没打算当个圣母，你也少一份钱都没有给我按任务。再男人那人人喊打，又跑来优越指导女人了，那凉快哪待着去//@介错人_藏宝猎手_戏法师日玉:既然选择了从它的痛苦里完成自我，就不要再抱怨自我在它痛苦的射程之内。“我支持它 ...展开
我这辈子的理想就是当个大坏蛋，谢谢你让我离它进了一步。我对你的🐶屁理论一点兴趣都没有，因为它根本不符合实际。//@介错人_藏宝猎手_戏法师日玉:你现在已经占全了，且享受霸权之余还有了一个退路，而这个保护牌则是让你即使有了“如果有暴力和压迫我就立马加入”并将其作为生活理念的主观恶也足以 ...展开
谴责奴隶制只谴责奴隶，也是开眼了。你说性别本质主义就性别本质主义喽，这个世界哪个地方都存在以性别为基准的区别对待。我可不打算当个圣母。//@介错人_藏宝猎手_戏法师日玉:你现在已经占全了，且享受霸权之余还有了一个退路，而这个保护牌则是让你即使有了“如果有暴力和压迫我就立马加入”并 ...展开
谢谢你，我都不知道我个无产阶级女的这辈子还能和霸权搭上边呢没见你谴责“症能量”啊。啊，毕竟还是男人分得清谁是真霸权。我为数不多的霸权时刻我可要好好享受//@介错人_藏宝猎手_戏法师日玉:你现在已经占全了，且享受霸权之余还有了一个退路，而这个保护 ...展开
哦，那我就继续前进，不然岂不白唉你们骂了//@介错人_藏宝猎手_戏法师日玉:你现在已经占全了，且享受霸权之余还有了一个退路，而这个保护牌则是让你即使有了“如果有暴力和压迫我就立马加入”并将其作为生活理念的主观恶也足以被辩护抹消真实责任的另一层特权// ...展开
//@不改昵称无法评论:互相勾结 查看图片 //@手浪用户1155311807:我就是看到@南方周末 的评论，无比震惊，感觉这事并不是媒体业务不精这么简单。
//@_Reno_挚爱FF:男拳特权
//@我见青山多可笑:可惜了。这案子要是【性别一换】，是女方在泰推男的落崖未死，可能真--推动法制进步了啊！说不定案发第二年，春二三月两会一开，欸，新的条款已经加进《婚姻法》了：『杀害配偶的，无论已遂或未遂，均解除其婚姻关系。』
因为你是女的，所以坐视不管，还要加个离婚冷静期
//@我见青山多可笑:可惜了。这案子要是【性别一换】，是女方在泰推男的落崖未死，可能真--推动法制进步了啊！说不定案发第二年，春二三月两会一开，欸，新的条款已经加进《婚姻法》了：『杀害配偶的，无论已遂或未遂，均解除其婚姻关系。』
哈哈哈，我又不是男的能得什么利？你给我讲讲要是真的，我立马就去占。你搞错了，这个压迫在我出生前就存在，并且不论我如何选择如何做它都将继续且长期存在。“觉得自己可以投靠和利用所以不要中断扩散”你找那帮症能量去啊，他们才是少给别人扣帽子。//@介错人_藏宝猎手_戏法师日玉:你觉得性别本质主 ...展开
//@我见青山多可笑:其实能理解为什么这么干。所谓【两害相权取其轻】。查杨同学，她经得起查啊！查到最后也就是不痛不痒。查肖同学……………你知道从他念过的小学到大学，一路要捋多少教育系统的去坐牢吗？so，还是查这女的吧！和稀泥，得过且过，才是国人本色呀！
//@想发财的炎虎:看到这些我就想起了户子的话：某些人当下的要点是先升个大专，哪有那么多闲心天天做这些事情。//@麦卡PU10P:看到右边的疑问，特地转发回答一下：其实稍微有点常识，这图表就是一眼假，但大众确实太好骗了。【甲骨文大数据】是【只要输入任何数据就能给你生成图表】的在线应用。 ...展开
等世界不再用性别本质主义来对我的时候再来给我谈性别本质主义吧//@介错人_藏宝猎手_戏法师日玉:前一秒：我只是用自己喜欢的方式接纳身体，不是性别本质主义，你误解了；后一秒：“女人只是不想关心ygbt”，从某种意义上大有“（某地点）从来不歧视性少数”→“谁想跟性少数摆一起——IP某地点”遗风// ...展开
//@不厌读书中48615:你说的这个博主恰好是我最讨厌的博主之一，她以前把国内本土网络女权主张强行附和成来源于欧美主张，还指责国内扭曲欧美主张的事情我到现在都记得。//@络_塞星驻布港第一毒妇:关于种族和性别的不同有挺多论文都讨论过，请看看@cyber沉香闭嘴中 老师的微博，有很不错的科普
//@_Reno_挚爱FF:你的转发区真可怕，他们ygbt每次都是这一招，呼朋唤友一起转发一起骂说你歧视性少数，然后有一堆装女同的出来说“我是女同，你骂ygbt就是骂到我了”，在你解释没有歧视女同指的是ygbt时，他们就疯狂给你灌输酷儿理论，消除你身为女性的自我认同，让你认同这个世界没有女性，男的宣称自 ...展开
又来了，男人又用他们未经过苛待的推论来否定女人的亲身经历了。男人的“我来教教你”永不迟到//@曾经是只小可爱:外卖店老板都很清闲，做饭前会先看看点餐人的姓名，看看是男是女
人家下面写了白女，少瞎扯了，给的不是一样的钱？不都是买一份？女学生、女职工不去学校食堂吃饭？外面小摊没有几个女人吃？男人不天天网上说奶茶外卖小吃都是女人在吃，男人挣钱辛苦却不舍得花钱，这又两头打了//@瑟玉:东亚三国代表不了“全世界”吧另外谁看起来像金主比较重要，比如跟 ...展开
关注定律又一次被验证了//@曾经是只小可爱:外卖店老板都很清闲，做饭前会先看看点餐人的姓名，看看是男是女
//@DUU-DUU-BELL-BOO://@be旷野的风:唉，而且很多人都忽略了董思成，发生这种尴尬的事之后还立马先问这鸡腿我能吃一个吗，可怕的是他不是有意要恶心娣娣，就是作为男的被优待惯了之后的理所应当//@琉玄:说到这个鸡腿，我又不禁想起了朱丹……这世上会很刻意让男性多吃一些的女性就这么活生生地存在着。
//@财富自由的Gaki://@缝匠肌烩鱼际: 有的女的还在疯狂服美役问有什么优待和好处，答曰食堂叔叔打菜都会给自己多打一些，殊不知她费尽心思得到的只要有根屌就完全不用费任何功夫……//@看乐子专属: 如果一个男的觉得压抑，那是他自身阶层、能力的缘故，而不是身为男性；而女性则不是 //@田得出来: 女性 ...展开
男人就这样，全世界普遍存在否认不了的事就缩小范围减轻严重程度。找个八竿子打不着且生活中不常发生的事来否定缓冲。并且找的事情还是是生活中对女性的压迫。这个世界对女性外貌更苛刻，对男性外貌无要求，迫使女性不知不觉中加重对外貌的投入，却成了他们证明没有重男轻女的实例，太可笑了。// ...展开
男人就是这样，居然还有个女演员点赞，太艺术了//@吃着牛排喝茅台手里抓着一把牌:这就纯放屁了，哪家饭店大厨闲的关心几号桌客人是男是女？
男的最敏感了，不过是占尽便宜还想要女人闭嘴上贡罢了//@叶子丶晓:订试卷晚8点到早6点一共100块的这种垃圾兼职，只是说了个“最好是女孩”，他们都不乐意了强烈反对 谁说男的不敏感 查看图片 //@老公孩子在地狱-:最近看完形心理学的叶斌博士讲朱丹事件，一点不一样的视角：想吃鸡腿 ...展开
//@Souvenir猫儿://@阿纲嘚嘚哔:粉红税来着，故意高价卖给女性，说白就是歧视。之前欧莱雅也是搞这种，被法学生起诉。他家卖的男女款洗面奶成分、功效、含量基本相同，但价差67元
//@琉玄:原帖🔗微博正文 查看图片
#瑞幸苹果拿铁文案 翻车#感觉恶心🤢，不会再买了，品牌劣迹斑斑 ​​​
//@命理师枕星河://@武志红:邪恶至极，该有法律严惩。//@我是落生:抓吧//@想冬眠的十万://@不会笑的柴郡猫:纵火没跑了吧//@小虎吉://@大侦探家福尔摩斯:回复@杜利勇:已经提供给属地公安了。//@杜利勇:这是严重的违法行为必需严惩不贷
//@命理师枕星河://@能不能不要昵称哇:在此提醒，湿疹之案后女生们遇到xsr一定要当场报警，别管警察怎么罚他，你也一定要当场报警，别一句道歉就和解了，以防四个月后突然的“湿疹”外加造谣自己家人惨死的方式卖惨啊
//@_Reno_挚爱FF:确实，接受男女分工那一套，自然也接受歧视女性。//@重生之我爱我家:做家庭主妇肯定接受男女分工那套，很难不歧视女人吧
//@_Reno_挚爱FF://@JoannaBlue:请各位媒体多将镜头对准加害者，也让王豪上个热搜//@千箬之:有的，有博主发了 查看图片
//@_Reno_挚爱FF://@荷兰豆本豆豆荷: 查看图片 //@羊就是咩咩叫://@胖子很可以:镜头不该对准受害者，但崔丽丽主动的站在镜头前无异于是在向全世界女孩宣告，每一个女孩儿都不能为世俗的七嘴八舌所捆绑，挺胸抬头，脊梁是剑，真正该低头被杀的，是性侵罪犯王豪。
//@亚尼大帝:有辱国格//@7十7只石狮子://@小猪是话痨New:bro又满世界散德行去了？//@顾惜之://@阿顾不吃羊肉://@小竹子殿下:nnd真tm丢人。。。他自己才便宜，开价半桶油都没人要//@Tiger公子:“你们便宜”真是无语
佩服，荒诞主义
//@一起做更好的我们:当文化中将男性骚扰视为理所应当，再叠加法律关照落差，启动男权集体潜意识中的女性被伤害不重要的厌女功能，会将男性过度关心使得男权凌驾于女性权益之上。骚扰常规化就不再违规，而女性被侵犯将无关紧要，就能为骚扰开出绿灯。在等级体糸中，女性被伤害将无法得到合理补偿并天经 ...展开
早日平安回家
希望引进内地
//@互联网减速带:这样的技术存在，但妇科检查…
无意义的活动取消了吧
//@蕈菌目前不改名啦:不是女版胖猫，胖猫自杀前谭竹让他多留点钱给自己好好生活，双方没争执，和平分手一段时间了。这男的已经存在法律关系上的婚姻，还让女方不知情被动成了小三，并施加言语刺激，存在直接的因果关联//@用户7300053545:所以，女性为爱自杀就是缺心眼，男的为爱自杀就是纯爱战士，何其 ...展开
//@想发财的炎虎:为什么翟欣欣应该对她老公的自杀负大部分责任，而这个女的被男友骗和pua，被戳穿后还继续刺激她，导致自杀，就是自己承担大部分责任？ps，突然想起牟林瀚这样恶劣的虐待与怂恿自杀，也就判了三年而已，说不定现在早就出来了。
//@Tiger公子://@用户7300053545:所以，女性为爱自杀就是缺心眼，男的为爱自杀就是纯爱战士，何其讽刺//@千朵玫瑰带来的黎明o:女版胖猫，果然性别一换无人在意了
//@_Reno_挚爱FF:报警啊！以后直接报警，别心软！！！给个屁改过自新的机会//@卡卡荷光: 他们武大一串老师，没有第一时间报警，而是唧唧歪歪，为了一堆乱七八糟的保研资格破玩意去妥协，去自己瞎处理，没有原则。  这一串人，丢了工作，都不冤枉
//@_Reno_挚爱FF:@围脖侠 围脖侠，我也很好奇，据说是肖妈的那个账号，发了那么多谣言，平台不处理一下？
//@我见青山多可笑://@出版人周筠://@夜翼202104:他们不敢说肖家是平民，这相当于骂肖家//@芝芝莓莓好喝椰:官方辟谣了这么多，就是没辟谣高中进女厕是假的、中考449分是假的、违规保送是假的、东风副董爷爷是假的、区长小姨是假的，我是不是可以认为以上这些全是真的？
//@正宗爹味酱:🚹的就这样//@未星行为repo大咔赏-:但去夜店强碱并杀人的男孩却是好男孩//@天天立_flag:以前有人说去夜店的都是好姑娘
确实越来越倒退了//@lemonade波子汽水:感觉判罚越来越倾向于认同妻和子的财产属性了//@我见青山多可笑:嗯。一个成年男子，用了足足一年半的时间，缓慢的虐杀了一个孩子。这其中的痛苦惨烈难以想象。而犯罪者在他死后依然想方设法掩饰罪行……判了个无期。 查看图片
//@我见青山多可笑:最右说的是辣笔小球诋毁戍边英雄事件被抓，警方一发力，这种人三天就抓了七个，性别：男男男男男男男……后来就再也没有以同样的理由集中抓人了。//@锦衣夜行青行灯:我怀疑只是做ppt的小孩他个人和一个不知男女的v字仇杀队粉丝吵过架//@真-柳堡:这个倒是不意外// ...展开
#杨某媛论文存在百余处不规范#肖某某杨某媛双标真是演都不带演，一点都不遮着。 ​​​
过于可笑倒成了行为艺术
#武大撤销肖某某记过处分#肖明瑫赢了，他守住了全国男人的挠裤裆权，以后全国男人想怎么挠裤裆就怎么挠裤裆他是唯一的裤裆真神，他是裤裆王 ​​​
//@四月春风不同路:不是不能疹，而是要缓疹，慢疹，灵活疹，失忆疹，有选择性的疹，随时疹，想疹就疹，图书馆对峙时想不起来的疹，三个月后复疹，两年还治不好的疹，仅  可证明的疹。
//@灼灼春园晚色分://@万物美好_喵:好双标啊//@咬人疼v:我只知道杨女士是甘肃省高考理科617分被 武大经济学学专业  以第一名录取，而  肖明瑫   是中考449分因湿疹加分7分转学籍进武外（武外国际部最低分数线456，武外本部最低分数线465），因高中偷窥女厕所特获保送资格进武大//@我也想变成阳角T-T:// ...展开
//@_tangduoling_:这么多专家查了说论文没有大问题只有写作不规范的小问题，然后把导师学院都处罚了，按这个标准抓学校别办了吧，过去几十年的毕业生都毕不了业所有导师都失职，说得过去吗？对舆论屈服，不保护自己的教师学生，不坚持自己的决定，出尔反尔朝令夕改，可笑可耻，自轻自贱，真是软骨头。
错在是个女的占比更大吧//@用户7964694666:肖的“谣言”怎么不说说？宝送、啭笔、pus*y......所以董小姐错在是个女的？还是错在家里没落了？
//@xQ7mL4z9://@叉prohibit:咋回事？//@柠檬酸比柠檬酸吗:哎呀，咱们可得好好聊聊肖某这惊天地泣鬼神的449分中考战绩啊！肖某449分，那可是449分啊！这水平，这发挥，简直让人怀疑是不是答题卡涂成了二维码？肖某449分，连录取线都够不着，却硬是考进了武外肖某449分，这分数，放哪儿都是焦点，毕 ...展开
//@我见青山多可笑:最右说的是辣笔小球诋毁戍边英雄事件被抓，警方一发力，这种人三天就抓了七个，性别：男男男男男男男……后来就再也没有以同样的理由集中抓人了。//@锦衣夜行青行灯:我怀疑只是做ppt的小孩他个人和一个不知男女的v字仇杀队粉丝吵过架//@真-柳堡:这个倒是不意外// ...展开
太可笑了
散伙吧，小红薯的娇妻们拍手叫好呢，心疼苏老实人被害呢//@_Reno_挚爱FF:大智慧家们怎么看？//@想发财的炎虎:对娇妻的一大打击。娇妻觉得可以靠女性智慧赢，结果呢。
//@命理师枕星河://@浮生皆若梦2020://@小熊_能能4:苏是自杀。你看男的杀死妻子前妻，都没判12年这么久呢//@真正的酸甜可乐:一条命12年+7万？
珠海那男的都不知道叫啥，知道的发出来就被和谐。前几天河北打4️⃣老婆，还有东北打4️⃣前妻的男的也没有这待遇//@幸芝323:男反社会随机杀人犯都没这么点名道姓的吧，多看看//@幸芝323 :被官方当典型游街//@想发财的炎虎 :对娇妻的一大打击。娇妻觉得可以靠女性智慧赢，结果呢。
//@冬遥00://@社戏乌篷船://@不要温和地走进那个局部最优解:对方自杀、钱都退了还判这么重呢，反过来对方活活把昏女和昏女生的孩子打死都判不了这么多。昏人大舞台，敢练你就来//@想发财的炎虎:对娇妻的一大打击。娇妻觉得可以靠女性智慧赢，结果呢。
//@深海与黑夜:网暴受害者以女性为主。网友是很擅长看人下菜碟的。//@摇着手花飞走liao://@世界上的另一个她他:这就是厌女及欺软怕硬的古典文化作祟。刘慈欣马伯庸都在单位摸鱼写小说，网友还夸他们会平衡工作和爱好，梦想永不熄灭呢！@马伯庸 ！
//@李小黑BlackLee:上面一个入室抢婴儿的新闻，标题和文章全文没提性别。这里迫不及待的一定要加女字。
死刑立即执行，好吧
//@榴莲不芒不芒不芒:“家暴”杀人判七年不到，反杀判12年。畜牲东西啊，总会恐吓女性
可不//@_Reno_挚爱FF:编故事嘛，这样就可以骂xxn了//@罗汉果啃烧饼君:这种方案给新人拍板，没有任何二级审核吗？而且也不只是地理的问题，更多是行业经验积累。公司的锅比较大把。//@也要楚天阔2019:啥面粉啊，还要走中欧班列从法国运到上海？折腾下来豆腐卖出肉价，面包岂不是贵上天了？这么基础的原 ...展开
//@_Reno_挚爱FF:编故事嘛，这样就可以骂xxn了//@罗汉果啃烧饼君:这种方案给新人拍板，没有任何二级审核吗？而且也不只是地理的问题，更多是行业经验积累。公司的锅比较大把。//@也要楚天阔2019:啥面粉啊，还要走中欧班列从法国运到上海？折腾下来豆腐卖出肉价，面包岂不是贵上天了？这么基础的原材料 ...展开
