收
2025年的第一差在乌鲁木齐的第一晚失眠 ​​​
小哪吒冲200亿登顶//@杨紫:#祝贺哪吒2票房破100亿#恭喜小哪吒！冲冲冲！！
#杨紫黄梓瑕#
黄梓瑕
今天带着爸爸妈妈去电影院看，回来继续做何惟芳的
//@路边观众虫某:B站：【【国色芳华群像】你是连通我血液的 倾尽我此生的-哔哩哔哩】 网页链接
看国色芳华，一起做金疙瘩，一起迎财神
李祯和杨紫过年好哇
何惟芳期盼相逢
期待与何惟芳再次相逢，何惟芳坚韧、蓬勃向上的精神真美好啊
真国色芳华//@湖南卫视:#去热爱绽芳华#
#国色芳华剧组hi6收视创新高# 何惟芳的金疙瘩满足你
燃起来了//@根正苗红好颜狗:有仇必报很不好惹//@凌晨的耳:谁说红颜只能祸水，大唐猛女用行动说话！
何惟芳金疙瘩来啦//@湖南卫视:帮我转发转发
我分享了文章杨紫嘉人采访  ​​​
//@只是深夜的林黛玉:何惟芳第一集那个婚礼比他屈辱多了，芳芳都没说啥既要又要真烦
我以我血铸天梯，伏天下女子越高墙。也是我看到的印象最深的剧评何惟芳和胜意
的脑洞真厉害啊
行吧，何惟芳祝你幸福
//@封面小主:23年末发力解锁COSMO和Esquire两本一线男女刊，24年六月ELLE &amp; 芭莎双杀，八月Figaro、十一月LOFFICIEL男女士两版联合横扫，25 年二月拿下嘉人！仅一年多的时间轻松刷完一轮准满战绩 + 两本主流男刊，时尚商务作品人气齐头并进，这就是来自市场媒体和观众的共同选择 ！老娘红成什么样 ...展开
何惟芳金疙瘩来啦
杨紫演员之路和时尚之旅
//@巡星向晚:毕竟死亡不是终点，希望才是。何惟芳要让秦胜意活在每一个读过这个故事的读者心中。当别人问起“秦胜意的这一生过得如何？”的时候，都有另外的人回答“她过得很好，平安顺遂，万事胜意。”//@默默大夜猫:秦胜意的死很悲壮，终于为自己而“活”了一次.....整个人物塑造太有灵魂了…包括何 ...展开
我知道剧里胜意的结局已经是很好的了，但我仍然幻想着胜意在未来的某一天可以靠自己的力量摆脱王禽，就像何惟芳书写的胜意那样，余生快活和她喜欢的何惟芳一起
//@风铃fengping:今晚秦胜意终于为自己活了一次，文臣死谏，这一刻她比文臣还英勇。世道不公，惊天一呼，给后来人留下思考。国色芳华不仅仅是文化传承剧，它更是现实主义的女性题材，是真实反映女性众生相。套用现在的一句话，死亡不是结束，遗忘才是。胜意会一直活在何惟芳心中，来年花开，再一起观看 ...展开
女子生来便有份量//@李梦行_:要做女人，要一而再，再而三，三而不竭，千次万次，毫不犹豫地救自己于世间水火，要做愤怒的，执剑的女人
今晚的泪已经止不住了//@邵芸的:只盼来生，能做一株迎风而放的牡丹//@杨紫:胜意 愿你万事胜意 也希望我们都能够成为我们自己#国色芳华#
胜意，下辈子生于何惟芳家里吧
我还在等胜意
我还在盼着胜意和何惟芳幸福的生活在一起呢//@杨紫:胜意 愿你万事胜意 也希望我们都能够成为我们自己#国色芳华# 
南京南站的何惟芳
何惟芳小姐姐
何惟芳来到杨紫的世界
如果杨紫是一支股票就好了，我早就可以实现财富自由了
哈哈哈哈哈金疙瘩在线求扇何惟芳扇巴掌✋太解气了
何惟芳的金疙瘩来啦
来啦//@湖南卫视:来呀 家人们
怎么感觉回到了高中历史课堂
何惟芳今日给我干s他们
我要上告！！！ 查看图片
不生气不生气，怎能不生气//@杨紫:不生气不生气 快了快了！！ 查看图片
杨紫全方位的专业，何惟芳全方位的带劲
//@荒巷:竟然有人能把泪洒公堂演出来！太牛了杨紫！太牛了！！！！
你这排播变幻莫测，何惟芳明天几点开播啊
何惟芳精神值得我们女子学习//@杨紫:感谢观众朋友们的关注和喜爱❤️希望牡丹文化能被更多人了解～
牡丹酥真漂亮啊
逛大润发 吃传统美食 看国色芳华！！想要杨紫何惟芳签名！！！
愿女子都可以像何惟芳一样，有强大的生命力与韧性
一起追何惟芳，做何惟芳的金疙瘩，赏何惟芳的牡丹花，吃何惟芳的牡丹花酥
何惟芳的力气和手段教教我
我盼着秦胜意可以挣脱成功
胜意让我有种恨铁不成钢的感觉，但更多的是心疼，心疼时代背景下被规训后已失去自我的女子//@默默大夜猫:何惟芳少有，秦胜意很多古往今来，被规训和PUA的女性……就是秦胜意这样。我心疼她，但预感最后是悲剧……何惟芳可以救她很多次可是没法代替她自救自醒啊
