…读博
再多说几句。文中的这些家长，让女儿去学舞蹈，恰恰是源自于她们把“强”和“美”割裂了。她们没有“强就是美”的信念。想美，变强就行了。但是，人改变信念是难的，人不愿意承认自己错了，尤其是她们做出了送女儿跳舞的行为后，更会坚定自己的信念，毕竟没有谁能很好地应对“认知失调”。在“信念➡️ ...展开
关于“长出来翅膀，要自己剪掉”，那也是因为，她没有看见过同类里的强女模版吧？没有人告诉她她可以有更多活法，现实里也没有人走“窄门”，没有人走非主流道路还很幸福，至少这样的人没有出现在公众视野里。如果她不选择比她更强大的男人，那她就背离了“美”“靠男人”的主流宗教，那她怎么会不害怕 ...展开
另外，“自卑“是一种处境，是失权的必然后果，因为你没权力所以所有人都可以来打压你。我真不建议你炮轰女生的自卑心态。自信，不是你说出来的，是你一点一滴，从每天的进步，从竞争的胜利中，干出来的，有野心的人，向来有更大的赢面但你也知道，野心这个东西，是天生的吧？
我这么告诉你吧，“美““靠男人”是一种宗教，很多人已经信仰这种宗教了。宗教就是通过贬低打压你，让你先相信自己残缺，相信自己不行，然后再给你一丝希望，向你承诺“按我说的做你一定会更幸福”，尽管实际上这种承诺是空头支票，得利的另有其人。人撤销信仰需要时间，更需要极大的打击。失权的人都 ...展开
//@屠龙的胭脂井:香港经济下滑现在仅仅是起点，后面会更废---我为这句话负责任，咱们三五年后看
…
真的，你不理解为什么有的人就想伺候男人，那是因为她们把这件事情赋予了很高的意义，甚至与自己存在的价值挂钩。在你责怪这些女生没骨气前，你先看一看社会给了女性多少选择呢，除了怀孕顾家，社会还给了女性价值什么定义呢？ 上一代受教育的女人有多少？有机会寻找不同选项的女性又有多少？找到自身 ...展开
你不懂，那我替她们解释一下。不知道你有没有看过《被嫌弃的松子的一生》，男友龙目洋一即便诬陷了松子，之后坐牢，松子仍在数十年如一日的等他回来，精心整理自己的家，精心打扮自己，精心做好吃的饭给他，就为了等他回家，和他有一个“家”。松子从小就缺爱，缺爱的女生，都会有这样的幻想的，“想有 ...展开
创作必须要熬过一段无人的时光 ​​​
我喜欢思想复杂，情绪复杂的人，天生的文学家、小说家，独属于女性的天赋
垃圾是被放错位置的资源。你觉得一个东西难搞，一定是你把它放在了错的位置上。你让那些人当水军，或者帮一个弱势群体伸张正义，造势舆论，就能完美利用他们的特性了
不是，你不明白，女性很多时候是被欺压的存在。呐喊和斗争是重建的基础🙏你只有斗争才能赢得一点重建的空间
必须码住
其他都容易做到，就是不要欺骗自己这一条比较难。一是因为人很容易局限在自己的认知里，没有上帝视角很容易陷入其中。二是因为，为了避免认知失调，人会自动合理化自己的行为。三是因为，人都有逃避心理
社会框架偏向男的，都偏到沟里去了！男的杀人=家庭纠纷，女的还手=故意杀人。不让自己被男的剥削=自私自利，男的剥削女人=天经地义。真是操了。 ​​​
//@屠龙的胭脂井:哈哈哈哈//@竹立Kay:#屠龙书单早晚得买系列#
16保底，冲45
你是女的，你就没容错空间。你只能认清现实，放弃幻想，准备战斗。//@柳夹卷好好吃:女性为啥一定要做大女主呀？为啥一定要活的事事完美具体，一定要想清楚每一件事情呀？男的稀里糊涂的活，也没见得到的嘲讽那么多……//@菲菲_happyfifi:说要做丁克的很多都是说说，结婚都没想明白，真的要不要小 ...展开
回复@柳夹卷好好吃:你是女的，你就没资格稀里糊涂。全社会，几千年，所有系统，都是靠吃女人运转的。你就糊涂吧，被吸干了血都不知道！//@柳夹卷好好吃:回复@菲菲_happyfifi:女性为啥一定要做大女主呀？为啥一定要活的事事完美具体，一定要想清楚每一件事情呀？男的稀里糊涂的活，也没见得到的嘲 ...展开
被这个忽视女性的世界创飞了
嗯
你不懂。这是一种认知模型，尽管该模型是错的。谈论“爱不爱”可以粉饰掉真正的问题，比如，男的的人格缺陷
回复@香橙酸奶柠檬:就是啊，现实在虐女，就连小说也在虐！他大爷的！//@香橙酸奶柠檬:回复@熊大暗恋光头强:对啊，要不然为什么隔壁男频都不谈恋爱拼事业，现在的女频一个劲的虐女和追妻火葬场呢？导致女频男主过得比男频男主日子都爽爆
我再说一遍，在很多女人眼里，男的就不重要。你这些劝解，恰恰是你认为，很多女人重心就在男人身上，你别太有偏见了。什么时候能更新一下对女性的理解？大人，清朝都亡了。
还有，孕妈爱晒娃咋了？就不能理解一下母亲激素上头吗？我不爱看我可以屏蔽，但我不会劝人家别发，那是人家的自由。男人一生吹牛装逼，随地大小爹，他们怎么不担心自己招人烦？里面哪一句话跟别人有关了？怎么没人劝他们闭嘴？难道他们的行为就都没问题，孕妈的行为就活该受歧视？
你就总觉得只有男人淡漠，总觉得女孩都爱官宣，都容易恋爱脑，这难道不是一种benevolent sexism？你整天劝女人别把男人当个宝，这不就是在反向强化“很多女人就把男人当成宝”的认知？咱们能不能不要默认女人是这样的？另外，男人那点东西还需要“学”？你太看得起男人，太看不起女人了 ...展开
所以核心不在于谁选择，而在于客观的系统的力量。男权社会由无数个系统构成。系统有巨大的吸力，能让每一个人脱离自己的磁场，朝着系统想要的方向演化。看过爱丽丝漫游仙境吧？女人一出生，就像爱丽丝掉进了兔子洞，一切认知、行为都开始被扭曲，被男权的磁场影响。刚开始是这样，后来整个性别都朝这个 ...展开
在面对没有自由的巨大的痛苦时，一部分人逃离，一部分人把自己改装成更适合体系的样子。我的猜想跟你不一样，就是说，恋爱脑并不是被人工选择出来的，而是自己慢慢演化成这样的，演化成利于自己的生存思维。知道The Great Gatsby吧？黛西说，她希望她的女儿有最美的脸和最无知的脑子，这样她会很快乐。
那么，同理，语言陷阱是怎么形成的呢？就是隐含各种默认前提，通过各种修辞手段、隐喻机制，辅以模糊、多义的小料，错误逻辑的下酒菜，还有焦点位置，一混合给你植入你的脑海，通过让你脑海里只有默认选项，来减少你的选择。  比如“自信的女人最有魅力最美丽”这句话，就是语言陷阱。它默认了女人“美 ...展开
你还是应该抽象出来陷阱的共性。就像我刚刚说的，世界上陷阱很多，但内核都极其一致。但是，就因为你没有抽象出来共性，你的文章才没有广度。你只总结了消费陷阱，而不是像我一样，察觉到了其它陷阱。不抽象出来本质，你和你的粉丝很容易就“看山是山”，提升不了洞察力，结果就是知道这个陷阱，遇到下 ...展开
你想的还是不够深入，不够全面，我们不仅要分析特例，更要去“捕捉共性”，让分析有深度也有广度。我现在就来说说所有陷阱的共性。所有类型的“陷阱”，都通过“让你脑海中失去别的选项”来实现，此为操纵。操纵的本质就是减少掉你的选择。比如控制狂跟女友说“他们都是坏人，只有我对你好”让女友不相 ...展开
最后，我决不会认为，她没有写出来你想要的情节，代表她有局限。我决不会认为，当时的女性写不出“经济行为”是一种局限。因为所谓的“局限”只是在用男人建立的标准来审判女人，这根本不公平。相对的，我认为男人写不出女性深邃幽微、沉郁顿挫的情感，是一种局限；男性写不出好的爱情，是一种局限；男 ...展开
首先，这种情节不是“狗血”，把它定义成狗血，显示了你的偏见，为什么女性写的情节就要被污名化？其次，即便是狗血，为什么女性爱情就不如女性买房高贵？你的观点恰恰证实了伍尔夫的评述：“通常情况下，女性的价值观显然和男性定义的价值观不一致，这很正常。不过，占上风的是男性价值观。简单来说， ...展开
chapter 4 ​​​
你还是太片面太浅薄了。我们看任何东西，都是要整体看，脱离时代、人物、作者的文本分析都是坏分析；都要重点看，看精华。值得关注的是作者笔下女主角的女性意识，那彰显着历史的进步和女性主义的进程。这段情节，是在写简爱为了自己的爱，所做出的选择与努力，她有自我意识，会按照自己的意愿做事，就 ...展开
我必须要否定一下你，毕竟你没有戳破本质。人“有能力做某件事”的前提一定是“一直有机会做这件事”，在做的过程中能力越来越强。你搞脑科学，竟然不知道“大脑不仅是思维控制行为，行为也反馈影响思维，不仅“利弊脑”能让你多权衡利弊，多权衡利弊也能让你“利弊脑”更发达”，看看你2015年7月23日2 ...展开
回复@啦啦啦偶买噶的1982:怎么能是“装傻”？你这么说，说明你判断一个人傻不傻，还是看他有没有算计，所以你觉得算计=聪明，不算计=傻。你认同了狭窄的人给出的定义。但是看一个人傻不傻，根本不是看他有没有算计，而是看他在算计什么//@啦啦啦偶买噶的1982:屠龙是“装”傻！而我是“真”傻！这就是差 ...展开
回复@橙清纯:因为自己有主观能动性，所以就不能袒露、发泄自己受苦了？什么m精神！//@橙清纯:屠龙姐有课，有一期专门教人怎么识别真正的贵人的因为受苦没有理由，所以就一定不能靠自己的主观能动性进步了？什么弱者逻辑？！//@去德国研究所直博or先申德国研:换句话说，你能说出来，怎么见到真的 ...展开
我正想学习怎么画图，画图思维可以让人更清晰
我没看他的书，但我自己发现并应用了“投射理论”。要是早一点我肯定也能出书
我觉得更不要只看表面现象，要思考现象背后的原因。我这辈子没见过一个不算计的男的。为什么男的都超爱算计，女性就不呢。核心原因还是女性在“缺权困境”里： 1.维持“利弊脑”有很大阻力。①社会氛围并不鼓励，或者说允许，女性去权衡利弊。千百年来，女性一直处于失权地位，被剥削，很多系统就是靠 ...展开
朝闻道，夕死可矣。我要做真正正确的事情，坚定的做。 ​​​
换句话说，你能说出来，怎么见到真的吗？你说不出来，因为家庭从一开始就依托于运气，见过好东西的人，审美就会好，对美有一种天然的直觉，当然也会更容易识别出好东西。但是没见过的呢？认知该怎么突破？问题的原因，恰恰在于这一切依赖于最不可控的运气，很多人受苦就是没有理由的。看到了核心又能怎 ...展开
说到底，你只是点名了问题，但你也没有说怎么解决。这个世界缺少看穿本质的人，但是更缺少看穿本质后成功解决问题的人。前者并不能让人更进步，后者却可以让人更获益。
你想的和我一样，但是你应该懂得什么说了好，什么说了不好。世界上总有人不那么幸运，见不到。资源就那么一点，好东西更是少，当然也只有少数人能见到。剩下见不到的，只能被束缚在认知里，在弯路上循环，原生家庭本来也就只有这一点重要。但是你说出来有什么用呢？能缓解粉丝的痛苦吗？还是能给他们带 ...展开
我不赞同。原因其实很重要，因为原因是人唯一可控的东西，结果不是，两个人能否长久在一起，跟双方目前的人生阶段、目标、能量匹配、需求、相处的场合，有着很紧密的联系，以上所有的总和，就是缘分，这根本不是人能控制的。可能根本等不到结果验证，人就散了。
上野千鹤子所说的“同性欲望”，男人精神上爱慕男人，渴望男性群体的认可
最好的群体”都这么烂，这世界简直bullshit
好垃圾一男的//@屠龙的胭脂井:他也不傻，他当然知道。只不过留在北京可以逃避家庭责任，这就是一大块好处。此外，是不是真一万，谁知道呢。我们也没看过工资单。//@其实无奈:在北京，一万一个月，然后还没啥上升的空间，这个真的没必要啊
强不强真的是天生的
难道这不应该是正常人的想法吗
就爱看女人的故事
学业的苦吃的很安心。婚育的苦只能吃的很安详
//@屠龙的胭脂井:实际上，医学发展百年，真正解决的问题只有三个：感染，疫苗，医学检测。你说了两个。其他的东西对寿命推动影响不大。进步要客观看待，问题也要客观看待。选择都是自己的，没人有啥资格支持和反对：你说支持，人家出问题，你也不掏钱不是？风险不能共担的事儿，谈不上支持反对。 ...展开
可惜我只有四块。我爸妈长得还挺好看的，我也就是个大漂亮。我的第五块是，意志力坚定
送我送我送我//@屠龙的胭脂井:出版社送抽奖来了！转发原微博，抽3本金观涛老师写的《控制论与科学方法论》，超级经典！这本是科技和人文领域的超经典之作，什么年龄都可以读，文科，理科，工科，什么学科都值得读读，是能从根本上重塑想法，提升工作，学习上限的一本书。  把你头脑中散乱 ...展开
草
//@屠龙的胭脂井://@两只猫咪的铲屎官:这本书确实不错，算是系统、组织、个体变化和控制关联的启蒙书，对于主体和客体互动可以有全局观到局部观的理解。书中各种例子的解读，让我的联想更强大，我试图从物理学势能角度解释为何静下来能让精神内守，从质能方程解释如何提 ...展开
择偶标准：1.贤惠，能端茶倒水洗脚做饭、家务全包。服务型男友。2.爹系，有实力且愿意爱我，有担当有骨气。3.必须是alpha男。4.身体好。必须有喉结，高、瘦、爱运动、有性张力、脑子聪明、有力气，能把我亲亲抱抱举高高。 ​​​
第一，只有我让别人瞎想的份。第二，习惯于吹牛逼，越吹越熟练、越自信，吹来了很多机会
笑死，这两大问题，我都没有。
男性有大量的人，即便他自己账户只有几百万，但是他振臂一呼，能直接融来几亿，甚至几十亿社会资本的。但是女性很多账户有几百万的人，她说话没人听，只能靠自己投资，慢慢做。社会资本的支配权与调动能力的差异，这就是全社会女性贫穷的一个根源。 失权的境地是地狱，拖住了所有女性。要想走出地狱， ...展开
//@屠龙的胭脂井:回复@爱喝咖啡的技术宅: 数学分为高等数学能力，估算和精算能力。其中精算能力的脑区，与处理语言的脑区非常重叠。并且语言能力能高度预测精算的准确度。注意，是语言能力，也就是语言表达和处理，并不是文学。
为什么这篇被屏蔽了
//@屠龙的胭脂井:性吸引力产生远早于第二性征。儿童5，6岁，就知道哪个小朋友吸引他了。虽然他们不懂什么是性行为，但谁有吸引力是懂的。要不怎么他俩青梅竹马，而不是跟隔壁二狗？这种吸引力无法培养，小时候看不上你的人长大也看不上//@zzzuz：还行吧，虽然也是有漏洞的。比如从小青梅竹 ...展开
//@屠龙的胭脂井:这是另一个问题，叫“概念重建”。并不是每个概念在每种语言里都有精准的对应词或者用法。你从另一种语言里学了新的概念、找不到母语标签，所以只好用外文代替罢了。//@iROnicChampionINtheNight：可是我感觉有时候有些情景只能用英语表达更合适，可能语文没学好吧
//@屠龙的胭脂井:这新闻不科学，世界上很多国家都是同时教4-5种语言（比如新加坡，印度），混到不会说话的很少//@不冬眠的小胖蛇:以前看过一新闻，说有一个孩子父母和婆婆爷爷分别会不同的语言，结果孩子完全不知道该用什么语言说话，再后来就不开口了。新闻的结论是必须要有一个主次之分，有一个母语 ...展开
//@屠龙的胭脂井:双语儿童说话会比同龄单语儿童晚半年，这个进度推迟，会在4岁半左右追上来，然后两种语言都会是母语水平。三语也同理。//@吼妹:请问住在日本的中澳混血儿，两岁半了，会说话但是词比较少，这样正常吗
她没有自己的名字？称呼名字很难吗？她生气是对的，你才是真该骂
少去思考别人，多思考自己
陌生人的甜言蜜语都是奔着收割去的，迎合谁，就是收割谁。
这个词只适用于那些，以为自己很菜，实际上是大佬的人，是给那些很强但很自卑的人说的，告诉ta们不必妄自菲薄。真菜鸡就别迷恋这个词了，弱是原罪，别硬拗配。
我一直以为人口红利的利，是奴隶的隶
这就是本人恐婚恐育的原因。什么时候社会没有婚姻惩罚了，什么时候没有母职惩罚了，什么时候女男平等了，什么时候再考虑这些事，催魂催育一律当傻逼处理。一个女的只要不结婚，再差也差不到哪去；一个女人要是结婚了，那才真是步入无底洞了——家庭、孩子、男权，三座大山压的你一辈子做不了自己。
可能正是因为真相太丑陋，太刺眼了，才需要发明那么多东西去粉饰
世界对女性就是这么残酷
呵呵，我是真的嫉妒
吗了个逼的//@屠龙的胭脂井:职场就是这么现实，女生心理问题崩溃一下，一大群人去批评。但是男的人格都歪了，还居然有机会。。。。我最讨厌那个跟车保罗辩论的男的，真的超级自私，而且看上去好傻。//@谁羡慕土豆了:屠龙评价一下里面的男生吧，感觉这里面男生比几个女生有心思多了
